subject,class_id,class_name,declaration_token_count,body_token_count,total_token_count,body_empty,body_tokens_truncated,declaration_truncated,generated_code_status,input_hash
xerces,org.apache.xerces.dom.NodeImpl,NodeImpl,530,149,700,false,0,false,not_detected,595a4f6fda8102f17b44cf097aeba3edd5966c3b4aa8968fc66bc07be480ad76
xerces,org.apache.xerces.dom.NodeIteratorImpl,NodeIteratorImpl,82,59,155,false,0,false,not_detected,78e016e1cff632e320abbb235d4d124607e318ac28e15800027740fb890bce57
xerces,org.apache.xerces.dom.NodeListCache,NodeListCache,7,5,21,false,0,false,not_detected,0ec477be0be5254a1c331415534e3049688225a1028244c0932fde9bb286f4ce
xerces,org.apache.xerces.dom.NotationImpl,NotationImpl,62,30,101,false,0,false,not_detected,934c8e5551a7cac102a1f9b650e1ac98e90bad541331a777ed434f831226cc9f
xerces,org.apache.xerces.dom.ObjectFactory,ObjectFactory,70,54,139,false,0,false,not_detected,c8a06958a9895235ba26e221d9ec10ac182508d559df82d41849a00fc2e412ae
xerces,org.apache.xerces.dom.ObjectFactory$ConfigurationError,ObjectFactory$ConfigurationError,15,3,27,false,0,false,not_detected,c662b9268c9234e681496f21b9ccf5bb8def43078e31d8e7e8603ad845e48cc4
xerces,org.apache.xerces.dom.PSVIAttrNSImpl,PSVIAttrNSImpl,158,64,238,false,0,false,not_detected,e0d2a21732e9ddda19063434b887a15a9e6d29edf87216052173d4f84d3b1f51
xerces,org.apache.xerces.dom.PSVIDOMImplementationImpl,PSVIDOMImplementationImpl,37,14,62,false,0,false,not_detected,d8dc58a4604cd798ecee3ffe320a15d67104977b07ca5c947d4fafe8e3006151
xerces,org.apache.xerces.dom.PSVIDocumentImpl,PSVIDocumentImpl,82,29,122,false,0,false,not_detected,269b4d9a1a42ed41de91e08a624eb4bdd452742262ef883bf8cea84c70df6030
xerces,org.apache.xerces.dom.PSVIElementNSImpl,PSVIElementNSImpl,179,71,267,false,0,false,not_detected,9c2f0b2319334720478fbbcf59a93a70b10fc075f45f825d44e66a84cecb9c6a
xerces,org.apache.xerces.dom.ParentNode,ParentNode,226,108,350,false,0,false,compiler_synthetic_evidence,5fcd5b24e575f9757d16bdde58142d118605b30ee3736e999ca71a0cde6942ce
xerces,org.apache.xerces.dom.ParentNode$1,ParentNode$1,19,6,34,false,0,false,not_detected,09ddea73a1ce8cbe11e288a77cd30d5c29b1c0e9d4ef996858a47e70ea1c60c1
xerces,org.apache.xerces.dom.ParentNode$UserDataRecord,ParentNode$UserDataRecord,10,3,22,false,0,false,not_detected,bb69b73877b312b0f3419bdbb6d76ab118b66bd6b60b0813a1690a6fd1265e35
xerces,org.apache.xerces.dom.ProcessingInstructionImpl,ProcessingInstructionImpl,35,19,63,false,0,false,not_detected,03d8a43d927ff4e9d1ebaefb58c49e6d6626e1baa4b07a877f6c51738b64043e
xerces,org.apache.xerces.dom.RangeExceptionImpl,RangeExceptionImpl,10,2,22,false,0,false,not_detected,3c50847fce0ca86e4216772614069e590efb769d5a345fa2faf87671ad49430f
xerces,org.apache.xerces.dom.RangeImpl,RangeImpl,444,134,611,false,0,false,not_detected,9aca8fa39b4e5a9f5a6ab94724ab4437a2ff91f07cc9ad314a16a75de0ace823
xerces,org.apache.xerces.dom.SecuritySupport,SecuritySupport,60,25,94,false,0,false,not_detected,f6393f8504fc98ca4155f5c526bcb8cab0eb27f2a6ba94f98b9384b34f390959
xerces,org.apache.xerces.dom.SecuritySupport$1,SecuritySupport$1,15,3,27,false,0,false,not_detected,458dba71e23e6fea78635777fddacf9876c47827179061096fc3d25973c9846d
xerces,org.apache.xerces.dom.SecuritySupport$2,SecuritySupport$2,15,3,27,false,0,false,not_detected,c00ea0d51804f8e0888dfdc3209bb29df207beb5281482f2d5ef44008aa426e4
xerces,org.apache.xerces.dom.SecuritySupport$3,SecuritySupport$3,15,8,32,false,0,false,not_detected,8af9c2dc032cdaeb80ccbe1c2545e010e555a42a9998fc586c52b1227c5e7e36
xerces,org.apache.xerces.dom.SecuritySupport$4,SecuritySupport$4,15,9,33,false,0,false,not_detected,d7f02abfd8f8f6c4cceb48a42ff33f93d8b4ce6a01691c9279c706ba8247caef
xerces,org.apache.xerces.dom.SecuritySupport$5,SecuritySupport$5,16,7,32,false,0,false,not_detected,f6e902249758352ac3713e9ce7218d1d933d3ab3ecbb581b0d3df7ef80dd5457
xerces,org.apache.xerces.dom.SecuritySupport$6,SecuritySupport$6,15,10,34,false,0,false,not_detected,3f4cadf240e8fca3bf0c74d81829b14c635a81f105172578f16f6837a719ddfd
xerces,org.apache.xerces.dom.SecuritySupport$7,SecuritySupport$7,15,6,30,false,0,false,not_detected,d0d28ec3df44f7e041c39724d023a1a9dfa185c7bdeb967f570a0c07d98f6f4b
xerces,org.apache.xerces.dom.SecuritySupport$8,SecuritySupport$8,15,5,29,false,0,false,not_detected,86511c70db0dc36cdd481c8014f06736d24332bfcad652e4fd2d1743fc26db67
xerces,org.apache.xerces.dom.TextImpl,TextImpl,142,72,234,false,0,false,not_detected,091664128b5a02d5baefcd3c113edc72636df82d949e1a9037878929550c7e8f
xerces,org.apache.xerces.dom.TreeWalkerImpl,TreeWalkerImpl,157,58,230,false,0,false,not_detected,4a21a141590551d4244d1c4c0a84b020ab30d05698a8513e46f771c90e35794d
xerces,org.apache.xerces.dom.events.EventImpl,EventImpl,66,27,105,false,0,false,not_detected,8271e333980b8de61bdd71477b71aed2ccf2766ed4189fb005e5931155393d74
xerces,org.apache.xerces.dom.events.MouseEventImpl,MouseEventImpl,106,24,141,false,0,false,not_detected,37d2e1296461c925a3bce7c992b6c5e3fe68154f2eb442ac0e5aa9cc07a871bc
xerces,org.apache.xerces.dom.events.MutationEventImpl,MutationEventImpl,64,18,93,false,0,false,not_detected,0d8c3fcd300a18a0d3c42b694bcfe19b935d562842a88fff52e60331dc5f03b7
xerces,org.apache.xerces.dom.events.UIEventImpl,UIEventImpl,39,6,54,false,0,false,not_detected,c84f9a7d86a5fc6fc8e23994ca0cbe236e182b3c6434cf07c2d85f43d219792b
xerces,org.apache.xerces.dom3.as.ASAttributeDeclaration,ASAttributeDeclaration,78,0,89,true,0,false,not_detected,e65648cb24eda5963b14af6b60360a3a0fc83ab28abefd553b4161dcf2c82227
xerces,org.apache.xerces.dom3.as.ASContentModel,ASContentModel,93,0,104,true,0,false,not_detected,3f53f039b90122392d519fcd86583d3ce29fd44bfc743a42538028042924cdbe
xerces,org.apache.xerces.dom3.as.ASDataType,ASDataType,11,0,22,true,0,false,not_detected,8371be7377d6ed665a91c5ae7b9643eacd18e8d6f71503d3248b407bbc7c0451
xerces,org.apache.xerces.dom3.as.ASElementDeclaration,ASElementDeclaration,145,0,156,true,0,false,not_detected,29875a0b81d3486e9aa3de18148dce2c16038fb572d4a2064e6483495fe0afd7
xerces,org.apache.xerces.dom3.as.ASEntityDeclaration,ASEntityDeclaration,60,0,71,true,0,false,not_detected,69df0fc4f0ebf642b1004196e11ed2285db2a9e110f89cd2d71fe0828ba2b1f1
xerces,org.apache.xerces.dom3.as.ASModel,ASModel,193,0,204,true,0,false,not_detected,566ed09574836035106e6d1db476aaa9d4db306fdbf1bd0a2ec8cac1dcb9dba9
xerces,org.apache.xerces.dom3.as.ASNamedObjectMap,ASNamedObjectMap,78,0,89,true,0,false,not_detected,d1999e41e210e62f35c2efee29a8775dd7951de061f0e0c20848c21033b82c52
xerces,org.apache.xerces.dom3.as.ASNotationDeclaration,ASNotationDeclaration,37,0,48,true,0,false,not_detected,0c6cd40573189d47406dbe485778ee74255141c1cc81ab96b9bed42d1a4b1f99
xerces,org.apache.xerces.dom3.as.ASObject,ASObject,87,0,98,true,0,false,not_detected,ae6a96c9b1c7c0ddb0dec2522c0915ef49d164bbfa617b73d7416713b9fc34ef
xerces,org.apache.xerces.dom3.as.ASObjectList,ASObjectList,18,0,29,true,0,false,not_detected,e55d0ad33eba23814e14c83f5f4b6db9774b8857fefe608f740a96f7421e56ee
xerces,org.apache.xerces.dom3.as.CharacterDataEditAS,CharacterDataEditAS,64,0,75,true,0,false,not_detected,59aee26ea1828964a0647f6cfc847c151135f6c6a599477a67948fbd4e56355f
xerces,org.apache.xerces.dom3.as.DOMASBuilder,DOMASBuilder,45,0,56,true,0,false,not_detected,1fa7f1eec8e0ec6caa001118850988f1ba0e37dc494ccb27d35fedd8acc8f397
xerces,org.apache.xerces.dom3.as.DOMASException,DOMASException,9,3,22,false,0,false,not_detected,29ff70c9a0e0aeeab979aefc777be1704b0fc28d5db6cf1cb3d47819d0e76efe
xerces,org.apache.xerces.dom3.as.DOMASWriter,DOMASWriter,22,0,33,true,0,false,not_detected,20e6f52fce5813a430d79ceeccc5ec9cc859233863ec88b1a0f7bba7dc9a3601
xerces,org.apache.xerces.dom3.as.DOMImplementationAS,DOMImplementationAS,32,0,43,true,0,false,not_detected,87bfcd039f1c91199eab4a110bcd6406dc9896ebe97f861b68f3c341c9019a32
xerces,org.apache.xerces.dom3.as.DocumentAS,DocumentAS,86,0,97,true,0,false,not_detected,b45b50b0c20774a353257fccc8fb989914710caf18658ec3d1a444ce6043fda0
xerces,org.apache.xerces.dom3.as.DocumentEditAS,DocumentEditAS,26,0,37,true,0,false,not_detected,f6ade9bbfcaddba00912efede87676d0668c20ad916ea7b82caa8f3ba86eefd1
xerces,org.apache.xerces.dom3.as.ElementEditAS,ElementEditAS,112,0,123,true,0,false,not_detected,7e0832d6534488240b6864f21dc99a99e5933a84672498c834115d873eb2226e
xerces,org.apache.xerces.dom3.as.NodeEditAS,NodeEditAS,48,0,59,true,0,false,not_detected,3c0083a297a203dd4aed23f83b3c44e9dc77b1e5c2df4780d747eac5589209f4
xerces,org.apache.xerces.impl.Constants,Constants,45,64,133,false,0,false,not_detected,68848625d3140e783f39fe4ea564974d52f4b379672dfa0a14e3c5d714fb27b5
xerces,org.apache.xerces.impl.Constants$ArrayEnumeration,Constants$ArrayEnumeration,20,21,50,false,0,false,not_detected,fca14a6b1711e1377df01a97efed9ee66be0dc889995c29e90f621bbd7a612cc
xerces,org.apache.xerces.impl.ExternalSubsetResolver,ExternalSubsetResolver,24,0,35,true,0,false,not_detected,fe1cd3bc3c9aed85785eb887e93e69a899a3115f517f9bd00af43c39e5a3cbe5
xerces,org.apache.xerces.impl.RevalidationHandler,RevalidationHandler,21,0,32,true,0,false,not_detected,a65a7f392f2903e300b646f4208889d6913ce508e4a2e4c710f7c86dbe45b481
xerces,org.apache.xerces.impl.Version,Version,14,8,35,false,0,false,not_detected,7b839d2ed5fd50dc3acc841bb02e432a50701c00e916690e7d52e7116341ef21
xerces,org.apache.xerces.impl.XML11DTDScannerImpl,XML11DTDScannerImpl,108,54,179,false,0,false,not_detected,ee77737fce24a42cdd21a80c584b3d5e01820b1659821cebf34b94dd6f8e4d0d
xerces,org.apache.xerces.impl.XML11DocumentScannerImpl,XML11DocumentScannerImpl,129,90,243,false,0,false,not_detected,20ab4f8e8e82683a480c06d55412dee141657095007f941c0d25f87c93ed9805
xerces,org.apache.xerces.impl.XML11EntityScanner,XML11EntityScanner,93,55,163,false,0,false,not_detected,46ef28d928af9bd3b161501f2dfab293329db50ade36f8e66c708e987b68bde5
xerces,org.apache.xerces.impl.XML11NSDocumentScannerImpl,XML11NSDocumentScannerImpl,78,112,212,false,0,false,compiler_synthetic_evidence,e197dff93739db94ea3e1f68749174412ee9ae24dbd633022dd441906309c187
xerces,org.apache.xerces.impl.XML11NSDocumentScannerImpl$NS11ContentDispatcher,XML11NSDocumentScannerImpl$NS11ContentDispatcher,37,31,81,false,0,false,not_detected,424d1946d46c99aa1276a3fa091839288c217f5832346b805a41d4110953bca4
xerces,org.apache.xerces.impl.XML11NamespaceBinder,XML11NamespaceBinder,24,4,37,false,0,false,not_detected,74fc30fae573e229f48a073866f51489f52d2c0864dbecb458646039c6e2f119
xerces,org.apache.xerces.impl.XMLDTDScannerImpl,XMLDTDScannerImpl,360,207,599,false,0,false,not_detected,e04ece940f608fe466af0c155956d510ab811dc3401ab18743fcb784e0c07b81
xerces,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl,XMLDocumentFragmentScannerImpl,281,176,483,false,0,false,compiler_synthetic_evidence,a856e22df3b508f20b9cff5bc48dd9bc463da8bb43b506f86aaa964241346b63
xerces,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$Dispatcher,XMLDocumentFragmentScannerImpl$Dispatcher,16,0,27,true,0,false,not_detected,c01b5d0814644163997d4dc8a2fac741adf94cea86d90b3172d136dde28bc0b2
xerces,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$ElementStack,XMLDocumentFragmentScannerImpl$ElementStack,30,21,60,false,0,false,not_detected,0c69a423d23c8875032037981a8b2dff4c9a89c1fd6eae444f00f8b5f7ecaaf4
xerces,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$FragmentContentDispatcher,XMLDocumentFragmentScannerImpl$FragmentContentDispatcher,57,58,126,false,0,false,not_detected,7d2e284a1936b1d28ef6dcf8ec71b9d4c484bf08340d86e123376dbee6a611f6
xerces,org.apache.xerces.impl.XMLDocumentScannerImpl,XMLDocumentScannerImpl,127,96,248,false,0,false,compiler_synthetic_evidence,f5e44ef6144f00190aade619ed2c01cea885e0eca2b84753fb02d256e13575a6
xerces,org.apache.xerces.impl.XMLDocumentScannerImpl$ContentDispatcher,XMLDocumentScannerImpl$ContentDispatcher,60,58,133,false,0,false,not_detected,e0f40ceef2f64c96f001946d5ba30e9bb06d3ce8cc8b3894b749aad34a3a737c
xerces,org.apache.xerces.impl.XMLDocumentScannerImpl$DTDDispatcher,XMLDocumentScannerImpl$DTDDispatcher,27,37,82,false,0,false,not_detected,584f9009b62c0346ffcd39b60e712bfc2022b5e21796d4131130c007dc21f7da
xerces,org.apache.xerces.impl.XMLDocumentScannerImpl$PrologDispatcher,XMLDocumentScannerImpl$PrologDispatcher,25,45,83,false,0,false,not_detected,658df025a10a00dc761ea79bba9cb3decc9e4c5bde19bc7f795a3290f48e7774
xerces,org.apache.xerces.impl.XMLDocumentScannerImpl$TrailingMiscDispatcher,XMLDocumentScannerImpl$TrailingMiscDispatcher,26,19,54,false,0,false,not_detected,03349de865eb7fa2b46ca0f8b361728d38304b8f1c0a8b10d134773794cc5640
xerces,org.apache.xerces.impl.XMLDocumentScannerImpl$XMLDeclDispatcher,XMLDocumentScannerImpl$XMLDeclDispatcher,25,31,66,false,0,false,not_detected,32a42b6e7785f38ea752b29757a753bedcc9ca958c7a241af0a88a6ec924e9cb
xerces,org.apache.xerces.impl.XMLEntityDescription,XMLEntityDescription,25,0,36,true,0,false,not_detected,22a552b843e0ce798aba8def0c2a246416746b77144dc9b9084ac8ba002a040d
xerces,org.apache.xerces.impl.XMLEntityHandler,XMLEntityHandler,34,0,45,true,0,false,not_detected,9a5e541a55f2d244ad36d768f7b675a5bff48cc3793dd59f678fb69920602048
xerces,org.apache.xerces.impl.XMLEntityManager,XMLEntityManager,469,239,764,false,0,false,compiler_synthetic_evidence,73ee7ae2db36fefecf8227a2ce610dbbae09c2fc81a14a03b8d41ea1ca65a08d
xerces,org.apache.xerces.impl.XMLEntityManager$1,XMLEntityManager$1,17,5,31,false,0,false,not_detected,e78fd8defc14038dccf62c422fa6f41a0b8cd327be440637216b645589e2f0f2
xerces,org.apache.xerces.impl.XMLEntityManager$ByteBufferPool,XMLEntityManager$ByteBufferPool,28,19,58,false,0,false,not_detected,8c8420ce1ac41ab33885898d0f3b320516076c21fa5cd9bd7a77a4ffc8702c30
xerces,org.apache.xerces.impl.XMLEntityManager$CharacterBuffer,XMLEntityManager$CharacterBuffer,10,5,25,false,0,false,compiler_synthetic_evidence,2b64abdac1bd27eef12782abd4e1cda64cd186099a371e51d51885059f4b4885
xerces,org.apache.xerces.impl.XMLEntityManager$CharacterBufferPool,XMLEntityManager$CharacterBufferPool,46,24,81,false,0,false,not_detected,24005969d744611dde29e641abdee39243c0914ef69948f7ec33c9aa72365a5a
xerces,org.apache.xerces.impl.XMLEntityManager$EncodingInfo,XMLEntityManager$EncodingInfo,10,23,48,false,0,false,not_detected,fb47bb7e7cff3ee0031ed13d291824af87c2005cbc0d27aa77273ebb668e9278
xerces,org.apache.xerces.impl.XMLEntityManager$Entity,XMLEntityManager$Entity,46,13,68,false,0,false,not_detected,2a55e021f85978e3a1937bfe8ef336cba116319a8c32e7b1453530d4087447f5
xerces,org.apache.xerces.impl.XMLEntityManager$ExternalEntity,XMLEntityManager$ExternalEntity,56,16,82,false,0,false,not_detected,63e2500d83c377c5534be9722d2a4c09e917ee1a5d5e0975409e0e8aa41b8e4a
xerces,org.apache.xerces.impl.XMLEntityManager$InternalEntity,XMLEntityManager$InternalEntity,56,13,79,false,0,false,not_detected,4793636e9af40e16679ec5ae16de1f420aabfc2c8f51fa89c53ab67ae4edea43
xerces,org.apache.xerces.impl.XMLEntityManager$RewindableInputStream,XMLEntityManager$RewindableInputStream,72,47,133,false,0,false,not_detected,a90367e21f94cdd49cecb9731976ac020732b006b27e4b0d3f511349b8770165
xerces,org.apache.xerces.impl.XMLEntityManager$ScannedEntity,XMLEntityManager$ScannedEntity,104,63,177,false,0,false,compiler_synthetic_evidence,5e6c2479f56142910dea1fc421ae55a9a37a4fded9cf92aa207ddd9d68bdfb94
xerces,org.apache.xerces.impl.XMLEntityScanner,XMLEntityScanner,218,100,335,false,0,false,not_detected,d002185382c114df9d385115f933f8e90c9a70cb9832b024f09c6c1b94bac096
xerces,org.apache.xerces.impl.XMLEntityScanner$1,XMLEntityScanner$1,18,3,30,false,0,false,not_detected,32c9dfd381575f95f2c87375f15512b132795373fefabf26d0c795f9c8d59fef
xerces,org.apache.xerces.impl.XMLErrorReporter,XMLErrorReporter,185,60,259,false,0,false,not_detected,a00d2d49b419d0a29937f40037aec045e95fac161bd8ec211ea810040fa4b764
xerces,org.apache.xerces.impl.XMLErrorReporter$1,XMLErrorReporter$1,20,3,32,false,0,false,not_detected,175111ad3bdb478d8cfc9b7bf2c8e5e229a0c2a380f859ea296523f7c360a05b
xerces,org.apache.xerces.impl.XMLNSDocumentScannerImpl,XMLNSDocumentScannerImpl,74,114,210,false,0,false,compiler_synthetic_evidence,facdf0f2cc143f1b99e070fbf9ebf6ffe8e3dcac1f3bcefdc2fc552b07f23702
xerces,org.apache.xerces.impl.XMLNSDocumentScannerImpl$NSContentDispatcher,XMLNSDocumentScannerImpl$NSContentDispatcher,33,31,77,false,0,false,not_detected,dfdd49de2ea334279dee038bfb8fcc7b67e84eade6050bf421574b5fcc37340b
xerces,org.apache.xerces.impl.XMLNamespaceBinder,XMLNamespaceBinder,355,106,477,false,0,false,not_detected,d7ab1755cfe0f0186aa6b58fc3d045e3b1faaa180025e22e7222f2fcda4b7874
xerces,org.apache.xerces.impl.XMLScanner,XMLScanner,277,174,473,false,0,false,not_detected,d5c94f97cd2857e8d1a3d892c8ce651325bd6c8847d3bf4632bff07eafa2a6cb
xerces,org.apache.xerces.impl.XMLVersionDetector,XMLVersionDetector,50,62,135,false,0,false,not_detected,6d2184190af181cc7eff3d613340bbff361a9dff171a7850c13146d1f59f03be
xerces,org.apache.xerces.impl.dtd.BalancedDTDGrammar,BalancedDTDGrammar,120,54,191,false,0,false,not_detected,64ca97a0d98d26162ade70a510056cf44849c286b0180d23c2bb9a9325a495e6
xerces,org.apache.xerces.impl.dtd.DTDGrammar,DTDGrammar,1021,253,1394,false,0,false,not_detected,42792e19af0da7e458b31d1098017de9253ea2b870c71e29e078f6d3697431c9
xerces,org.apache.xerces.impl.dtd.DTDGrammar$ChildrenList,DTDGrammar$ChildrenList,9,6,26,false,0,false,not_detected,c83066a85f8ed4712553d3aea448261b2e69deb4781bfbf25c43c5f54b93ee62
xerces,org.apache.xerces.impl.dtd.DTDGrammar$QNameHashtable,DTDGrammar$QNameHashtable,51,29,97,false,0,false,not_detected,a014cc2c05d0b46cda517dca840c9a8d6df157fdd3d4b8d656a8a6565f1eb658
xerces,org.apache.xerces.impl.dtd.DTDGrammar$QNameHashtable$PrimeNumberSequenceGenerator,DTDGrammar$QNameHashtable$PrimeNumberSequenceGenerator,21,11,41,false,0,false,not_detected,f5944a29cb37e6023d8bf211a5a5116b0e9725d99eb7248e6336bad82fe32af8
xerces,org.apache.xerces.impl.dtd.DTDGrammarBucket,DTDGrammarBucket,59,13,83,false,0,false,not_detected,9aa53716e6d2b795e49b03ce5c7d1e165031afc407b7b1c9d1f49c7c59abe0c8
xerces,org.apache.xerces.impl.dtd.XML11DTDProcessor,XML11DTDProcessor,54,13,83,false,0,false,not_detected,efd0b2dd0c5f49d9397c8fd3da488b3afd69fde15812e5f41fffaca4bf18b890
xerces,org.apache.xerces.impl.dtd.XML11DTDValidator,XML11DTDValidator,24,26,67,false,0,false,not_detected,f9db95079b7359fb8602f6518a902a3e7d4c7306efc42d2a593cdcc3ee28fe70
xerces,org.apache.xerces.impl.dtd.XML11NSDTDValidator,XML11NSDTDValidator,45,45,101,false,0,false,not_detected,6d52dbced8712c3318c1e170fa3da149104e9799cb8468f60583a553072af0c4
xerces,org.apache.xerces.impl.dtd.XMLAttributeDecl,XMLAttributeDecl,24,13,46,false,0,false,not_detected,26de34fd864f2d00e8cb6e82c3114198db85bd14910752a1b3d808cfe2b8f69d
xerces,org.apache.xerces.impl.dtd.XMLContentSpec,XMLContentSpec,50,22,85,false,0,false,not_detected,e46b72b79bdf0a8dbaaaa577179a70794775cfb0fc5d577a63c48ffc49c5da5f
xerces,org.apache.xerces.impl.dtd.XMLContentSpec$Provider,XMLContentSpec$Provider,19,0,30,true,0,false,not_detected,754f7afc848366f1f6030af1ccf8cd47f448f9a5cb8cc9727bc7c3b446f7cafb
xerces,org.apache.xerces.impl.dtd.XMLDTDDescription,XMLDTDDescription,62,27,98,false,0,false,not_detected,7a6ed39e7832000c65b078dd597f44af7db4683643012ae460336b0077c9c450
xerces,org.apache.xerces.impl.dtd.XMLDTDLoader,XMLDTDLoader,163,91,274,false,0,false,not_detected,68c14e3e5a1ac8330054bf6b9ea35e17d8f0629280b065fb6078e0d2cb952dfe
xerces,org.apache.xerces.impl.dtd.XMLDTDProcessor,XMLDTDProcessor,581,169,795,false,0,false,not_detected,d39422e67eb7134348aa15fd8aca3bb090efc0c1e6a49bafbccf5e784b44968a
xerces,org.apache.xerces.impl.dtd.XMLDTDValidator,XMLDTDValidator,513,243,811,false,0,false,not_detected,a7fb5d13ac558ce3c6a554d4bfd95869f96d7089d47fc43852c0aa404c693743
xerces,org.apache.xerces.impl.dtd.XMLDTDValidatorFilter,XMLDTDValidatorFilter,21,0,32,true,0,false,not_detected,c89e764926d39bc56f6afbd1afe676e038b83e900f7c9fe62c8a953b4ad42712
xerces,org.apache.xerces.impl.dtd.XMLElementDecl,XMLElementDecl,30,22,64,false,0,false,not_detected,40b6ab7271f87daa0203b3ca15d25685270d928cae3f29d5b4f0d4c311817ab7
xerces,org.apache.xerces.impl.dtd.XMLEntityDecl,XMLEntityDecl,50,21,80,false,0,false,not_detected,54e3b26e23901db3eb1b43a8521890196de96380f4ba3e1820782f1b068bf284
xerces,org.apache.xerces.impl.dtd.XMLNSDTDValidator,XMLNSDTDValidator,41,47,99,false,0,false,not_detected,73a1b16134d42e60c8c1d73f9a1f1153b45fadf806ad319fd4df7222d01f9f87
xerces,org.apache.xerces.impl.dtd.XMLNotationDecl,XMLNotationDecl,24,11,44,false,0,false,not_detected,5821448dc4a6f862261ec9da57225bb3d1229af26d356e0ba4fa6a591e5ff339
xerces,org.apache.xerces.impl.dtd.XMLSimpleType,XMLSimpleType,41,39,97,false,0,false,not_detected,f0217050ca0fb50b069b69225e585f90bc62a480ba5042585a081231b3a118d3
xerces,org.apache.xerces.impl.dtd.models.CMAny,CMAny,56,23,88,false,0,false,not_detected,06f253cca1989ea8d8099265617611c13d1de57df9a4f1ae996fb25885a6c521
xerces,org.apache.xerces.impl.dtd.models.CMBinOp,CMBinOp,48,33,90,false,0,false,not_detected,bebe400a695df3012b2f481087530b6e337e44f7ef0152396242d5ccca389ffd
xerces,org.apache.xerces.impl.dtd.models.CMLeaf,CMLeaf,51,26,87,false,0,false,not_detected,94c2c7179c88e6de2b77be27fedcd32e644a2a9a0904d19b4f4d51f06d8e90e1
xerces,org.apache.xerces.impl.dtd.models.CMNode,CMNode,85,30,128,false,0,false,not_detected,5b5913d0d9812a5f8de9bff34af4e8bd276e520b023f57d1c1a65e5294daab84
xerces,org.apache.xerces.impl.dtd.models.CMStateSet,CMStateSet,76,44,135,false,0,false,not_detected,a26e19b79af674b73efcfefcf93958c1108a70ea8f74d24345626d3ffe15dbb9
xerces,org.apache.xerces.impl.dtd.models.CMUniOp,CMUniOp,40,22,71,false,0,false,not_detected,8393a8eda3d5e0446367260a90493c709fd0872304b80e1bbe8c468f45061126
xerces,org.apache.xerces.impl.dtd.models.ContentModelValidator,ContentModelValidator,17,0,28,true,0,false,not_detected,ed0e4df3401d503a378231a9076d3d035eba9e51b914a5fff6610976f083e3ca
xerces,org.apache.xerces.impl.dtd.models.DFAContentModel,DFAContentModel,69,92,180,false,0,false,not_detected,20ed1bee494571b0551118d3b8a737099cf2caef4d5bb7c97ca7d2b52d68c76a
xerces,org.apache.xerces.impl.dtd.models.MixedContentModel,MixedContentModel,21,18,50,false,0,false,not_detected,6f3d405435c215a98e1d6713efae6a21d2c57788758b2518faf8f5b4c697423c
xerces,org.apache.xerces.impl.dtd.models.SimpleContentModel,SimpleContentModel,21,24,56,false,0,false,not_detected,3b6c18d0ea46cba8f851f5547503073b8813c943ec3cbbf97a70c8f3832389f6
xerces,org.apache.xerces.impl.dv.DTDDVFactory,DTDDVFactory,41,21,79,false,0,false,not_detected,d1bebc44afcc1d11946913a6d92b80f8852dfdead016e3095f8f1921078d2f5c
xerces,org.apache.xerces.impl.dv.DVFactoryException,DVFactoryException,9,2,20,false,0,false,not_detected,687868ad64acb275f335f2b7f3ac3ab8a10e41e2238191fa4113752bd84e4685
xerces,org.apache.xerces.impl.dv.DatatypeException,DatatypeException,23,27,61,false,0,false,not_detected,acd7d26891b68f469b89a61b9bb0c383fd36319a66d1f070a2a8221ee125988e
xerces,org.apache.xerces.impl.dv.DatatypeValidator,DatatypeValidator,15,0,26,true,0,false,not_detected,a55e1547fc59e57fd91f0efcddeabbb1067f389721e058987ed446488fef328f
xerces,org.apache.xerces.impl.dv.InvalidDatatypeFacetException,InvalidDatatypeFacetException,14,1,24,false,0,false,not_detected,69724a53657aaa06cf40ca5d6f8ade5c284d72a4d7f1215d2628b517329b8a77
xerces,org.apache.xerces.impl.dv.InvalidDatatypeValueException,InvalidDatatypeValueException,13,1,23,false,0,false,not_detected,b9db882500f43fda8a4c3be65c4f3702769a7370a0cc722859beba1607cb0a9b
xerces,org.apache.xerces.impl.dv.ObjectFactory,ObjectFactory,70,54,139,false,0,false,not_detected,c8a06958a9895235ba26e221d9ec10ac182508d559df82d41849a00fc2e412ae
xerces,org.apache.xerces.impl.dv.ObjectFactory$ConfigurationError,ObjectFactory$ConfigurationError,15,3,27,false,0,false,not_detected,c662b9268c9234e681496f21b9ccf5bb8def43078e31d8e7e8603ad845e48cc4
xerces,org.apache.xerces.impl.dv.SchemaDVFactory,SchemaDVFactory,103,20,134,false,0,false,not_detected,f871699c35ff9a8ab9e241e310a42e3a6c629dd42513247f00b434b079b6c298
xerces,org.apache.xerces.impl.dv.SecuritySupport,SecuritySupport,60,25,94,false,0,false,not_detected,f6393f8504fc98ca4155f5c526bcb8cab0eb27f2a6ba94f98b9384b34f390959
xerces,org.apache.xerces.impl.dv.SecuritySupport$1,SecuritySupport$1,15,3,27,false,0,false,not_detected,458dba71e23e6fea78635777fddacf9876c47827179061096fc3d25973c9846d
