path,classification,old_selector_dependency,sha256,byte_size,action,replacement_path,replacement_sha256,historical_evidence_retained,reason
results/stage2/subjects/daytrader/nsga/diagnostics/stage2_leiden_tradeoff_audit/front_vs_paired_leiden_by_seed.csv,superseded_diagnostic,true,7573ad18ce6d5c8df0f087d3dae77419178b766561e2c8cf017668884035cc07,4049,delete_superseded,results/stage2/cross_subject/diagnostics/daytrader_tradeoff/,,false,Earlier diagnostic was tied to superseded selected profiles; current aligned diagnostics are retained separately.
results/stage2/subjects/daytrader/nsga/diagnostics/stage2_leiden_tradeoff_audit/front_vs_paired_leiden_condition_counts.csv,superseded_diagnostic,true,4dcb45abbb4566cfadf3b9cdba695abf9ad0c53950689d7bc4381a582c512145,1743,delete_superseded,results/stage2/cross_subject/diagnostics/daytrader_tradeoff/,,false,Earlier diagnostic was tied to superseded selected profiles; current aligned diagnostics are retained separately.
results/stage2/subjects/daytrader/nsga/diagnostics/stage2_leiden_tradeoff_audit/leiden_candidate_coverage.csv,superseded_diagnostic,true,afd4c48c18900f2488d47d341e4f3a8b805fb7fc0f884179beb93328ac668f85,2964,delete_superseded,results/stage2/cross_subject/diagnostics/daytrader_tradeoff/,,false,Earlier diagnostic was tied to superseded selected profiles; current aligned diagnostics are retained separately.
results/stage2/subjects/daytrader/nsga/diagnostics/stage2_leiden_tradeoff_audit/leiden_candidate_metrics.csv,superseded_diagnostic,true,539f93df6fe461450b4a32153e6104e84814dd3208456b3da898aeaaf00813f4,60229,delete_superseded,results/stage2/cross_subject/diagnostics/daytrader_tradeoff/,,false,Earlier diagnostic was tied to superseded selected profiles; current aligned diagnostics are retained separately.
results/stage2/subjects/daytrader/nsga/diagnostics/stage2_leiden_tradeoff_audit/matched_imbalance_caliper_summary.csv,superseded_diagnostic,true,537b15ef00359b39178d6b8596b1cc2dc9f95295d3902de3b515021022142381,935,delete_superseded,results/stage2/cross_subject/diagnostics/daytrader_tradeoff/,,false,Earlier diagnostic was tied to superseded selected profiles; current aligned diagnostics are retained separately.
results/stage2/subjects/daytrader/nsga/diagnostics/stage2_leiden_tradeoff_audit/matched_imbalance_pairwise_statistics.csv,superseded_diagnostic,true,d6537b4d9a3d4cae91b99b938c163045b00c72f5c7cce42d02b81db0ae2be669,5643,delete_superseded,results/stage2/cross_subject/diagnostics/daytrader_tradeoff/,,false,Earlier diagnostic was tied to superseded selected profiles; current aligned diagnostics are retained separately.
results/stage2/subjects/daytrader/nsga/diagnostics/stage2_leiden_tradeoff_audit/matched_imbalance_pooled_all_seeds.csv,superseded_diagnostic,true,2be5a3a521c5883afb40352e5f73cddda9ede0d4f81f7b37f09f700750620950,11471,delete_superseded,results/stage2/cross_subject/diagnostics/daytrader_tradeoff/,,false,Earlier diagnostic was tied to superseded selected profiles; current aligned diagnostics are retained separately.
results/stage2/subjects/daytrader/nsga/diagnostics/stage2_leiden_tradeoff_audit/matched_imbalance_same_seed.csv,superseded_diagnostic,true,c26b79e528144e4a04593b75c698d663f9eac0923dea7ab43abd29c741466fff,11163,delete_superseded,results/stage2/cross_subject/diagnostics/daytrader_tradeoff/,,false,Earlier diagnostic was tied to superseded selected profiles; current aligned diagnostics are retained separately.
results/stage2/subjects/daytrader/nsga/diagnostics/stage2_leiden_tradeoff_audit/matched_imbalance_same_seed_cluster_count_delta_le_1.csv,superseded_diagnostic,true,54904d981284d565436c93d0e6dc93793f5d2e7da6d964e558a891c43d4df650,11552,delete_superseded,results/stage2/cross_subject/diagnostics/daytrader_tradeoff/,,false,Earlier diagnostic was tied to superseded selected profiles; current aligned diagnostics are retained separately.
results/stage2/subjects/daytrader/nsga/diagnostics/stage2_leiden_tradeoff_audit/paired_leiden_crosscheck.csv,superseded_diagnostic,true,470d865d0ce2f37a4d38088f493276ff036f1fea007b89e3a6d30c2fb0977321,251,delete_superseded,results/stage2/cross_subject/diagnostics/daytrader_tradeoff/,,false,Earlier diagnostic was tied to superseded selected profiles; current aligned diagnostics are retained separately.
results/stage2/subjects/daytrader/nsga/diagnostics/stage2_leiden_tradeoff_audit/paired_leiden_metrics.csv,superseded_diagnostic,true,5e57423c2085e1bfe2e7ba675124ca9460726606bc4227fcc4657ec829f9a8e4,5633,delete_superseded,results/stage2/cross_subject/diagnostics/daytrader_tradeoff/,,false,Earlier diagnostic was tied to superseded selected profiles; current aligned diagnostics are retained separately.
results/stage2/subjects/daytrader/nsga/diagnostics/stage2_leiden_tradeoff_audit/pareto_coupling_vs_imbalance.png,superseded_diagnostic,true,168def45bb0172f114ae435dbbf8bf5ad0914030167d44592871f4fa57204585,367893,delete_superseded,results/stage2/cross_subject/diagnostics/daytrader_tradeoff/,,false,Earlier diagnostic was tied to superseded selected profiles; current aligned diagnostics are retained separately.
results/stage2/subjects/daytrader/nsga/diagnostics/stage2_leiden_tradeoff_audit/pareto_modularity_vs_coupling.png,superseded_diagnostic,true,700165bc6cb79ed8d24f7fe3040905e4943dc9142cdeba6fe0d141c670c4e62d,337748,delete_superseded,results/stage2/cross_subject/diagnostics/daytrader_tradeoff/,,false,Earlier diagnostic was tied to superseded selected profiles; current aligned diagnostics are retained separately.
results/stage2/subjects/daytrader/nsga/diagnostics/stage2_leiden_tradeoff_audit/pareto_modularity_vs_imbalance.png,superseded_diagnostic,true,e5dfaf00c3e6486533b7b7608849ca84a1c7bb4b71a85392ef1923decf884ba5,362123,delete_superseded,results/stage2/cross_subject/diagnostics/daytrader_tradeoff/,,false,Earlier diagnostic was tied to superseded selected profiles; current aligned diagnostics are retained separately.
results/stage2/subjects/daytrader/nsga/diagnostics/stage2_leiden_tradeoff_audit/representative_seeds_modularity_vs_imbalance.png,superseded_diagnostic,true,629f44e90ff13586c9b391065f2327008f19876ea7abe821839a4e0409d3c18a,142210,delete_superseded,results/stage2/cross_subject/diagnostics/daytrader_tradeoff/,,false,Earlier diagnostic was tied to superseded selected profiles; current aligned diagnostics are retained separately.
results/stage2/subjects/daytrader/nsga/diagnostics/stage2_leiden_tradeoff_audit/search_budget_audit.csv,superseded_diagnostic,true,145ecc7cb70557dc770aea11bb4dfeabf8bbdc53a455626cf4f003db9793a3e3,4993,delete_superseded,results/stage2/cross_subject/diagnostics/daytrader_tradeoff/,,false,Earlier diagnostic was tied to superseded selected profiles; current aligned diagnostics are retained separately.
results/stage2/subjects/daytrader/nsga/diagnostics/stage2_leiden_tradeoff_audit/structural_sensitivity_per_seed.csv,superseded_diagnostic,true,2848e3c46f164e632a704523c90bc11bcee20d9ca558d1cb7977b265da32ca03,20874,delete_superseded,results/stage2/cross_subject/diagnostics/daytrader_tradeoff/,,false,Earlier diagnostic was tied to superseded selected profiles; current aligned diagnostics are retained separately.
results/stage2/subjects/daytrader/nsga/diagnostics/stage2_leiden_tradeoff_audit/structural_sensitivity_summary.json,superseded_diagnostic,true,02dd9817970198087c713df5c078c454781e1c546ce9f88619d5f1d399038d11,3043,delete_superseded,results/stage2/cross_subject/diagnostics/daytrader_tradeoff/,,false,Earlier diagnostic was tied to superseded selected profiles; current aligned diagnostics are retained separately.
results/stage2/subjects/daytrader/nsga/raw/hypervolume_by_seed.csv,superseded_derived,true,22bd29ad7c690d048f81611cfeaad7ab8d6d6818c76eb91b2252443576410444,396,delete_superseded,results/stage2/subjects/*/nsga/robustness_final_30seeds/ and results/stage2/cross_subject/operating_profile/,,false,Earlier derived summaries are superseded by formal 30-seed outputs and current post-hoc profiles.
results/stage2/subjects/daytrader/nsga/raw/hypervolume_summary.csv,superseded_derived,true,69ca249eff3036fa88e50036a58b408259c24c6b6689d56f8fdfc35e88373532,174,delete_superseded,results/stage2/subjects/*/nsga/robustness_final_30seeds/ and results/stage2/cross_subject/operating_profile/,,false,Earlier derived summaries are superseded by formal 30-seed outputs and current post-hoc profiles.
results/stage2/subjects/daytrader/nsga/raw/leiden_comparison.csv,superseded_derived,true,3fbc6ec95aa5bbe717befbf5352a558ea3eebe3bb91bcc36337ace7d4a13658e,100441,delete_superseded,results/stage2/subjects/*/nsga/robustness_final_30seeds/ and results/stage2/cross_subject/operating_profile/,,false,Earlier derived summaries are superseded by formal 30-seed outputs and current post-hoc profiles.
results/stage2/subjects/daytrader/nsga/raw/posthoc_metrics.csv,superseded_derived,true,f4e84f0e09a7146a1010649bbaf7ee41b915c75e66830e93dc7c7ecd7e96f318,315960,delete_superseded,results/stage2/subjects/*/nsga/robustness_final_30seeds/ and results/stage2/cross_subject/operating_profile/,,false,Earlier derived summaries are superseded by formal 30-seed outputs and current post-hoc profiles.
results/stage2/subjects/daytrader/nsga/raw/stage1_vs_stage2.csv,superseded_derived,true,e87ed3e9e3e90e30c1e233ca87d47a8b2292f4a57139bd43bcd807834fa7d88d,2476,delete_superseded,results/stage2/subjects/*/nsga/robustness_final_30seeds/ and results/stage2/cross_subject/operating_profile/,,false,Earlier derived summaries are superseded by formal 30-seed outputs and current post-hoc profiles.
results/stage2/subjects/daytrader/nsga/robustness_smoke/STATUS.md,temporary_smoke,false,fe2d5d564eb710f5a1d74b6ff0d7ea8c3e161c90f754d9299973efcaea1fbce7,129,delete_temporary,results/stage2/subjects/*/nsga/robustness_final_30seeds/,,false,Pre-formal smoke output is not an accepted result and has no current consumer.
results/stage2/subjects/daytrader/nsga/robustness_smoke/archive/robustness_preformal_smoke_20260702T1144Z/robustness_manifest.json,temporary_smoke,false,6d770aa296bade9e119db2fe1bf574922fc6b19238608d7c63fda7a485b7a054,3404,delete_temporary,results/stage2/subjects/*/nsga/robustness_final_30seeds/,,false,Pre-formal smoke output is not an accepted result and has no current consumer.
results/stage2/subjects/daytrader/nsga/robustness_smoke/archive/robustness_preformal_smoke_20260702T1144Z/seed_00/pareto_front.csv,temporary_smoke,false,042c52d991ae1e63503a0fe32c906ed159370f15ef0a0cdc1e5c1e588cf01f2d,32260,delete_temporary,results/stage2/subjects/*/nsga/robustness_final_30seeds/,,false,Pre-formal smoke output is not an accepted result and has no current consumer.
results/stage2/subjects/daytrader/nsga/robustness_smoke/archive/robustness_preformal_smoke_20260702T1144Z/seed_00/pareto_labels.csv.xz,temporary_smoke,false,c95f0f6e9579417e6c8ddfce685761eabd93fa9e4e62fee9374ec415bf406818,9084,delete_temporary,results/stage2/subjects/*/nsga/robustness_final_30seeds/,,false,Pre-formal smoke output is not an accepted result and has no current consumer.
results/stage2/subjects/daytrader/nsga/robustness_smoke/archive/robustness_preformal_smoke_20260702T1144Z/seed_00/run_metadata.json,temporary_smoke,false,587a774388188935eec54ceb26bd8172df03d5585ee463983459cf240fcf4917,544,delete_temporary,results/stage2/subjects/*/nsga/robustness_final_30seeds/,,false,Pre-formal smoke output is not an accepted result and has no current consumer.
results/stage2/subjects/daytrader/nsga/robustness_smoke/archive/robustness_preformal_smoke_20260702T1144Z/seed_01/pareto_front.csv,temporary_smoke,false,bc1eb0c74ddcc7ae06b1261f8de4915d4868605d9bce39a50f4d5ac1df7c6b70,32205,delete_temporary,results/stage2/subjects/*/nsga/robustness_final_30seeds/,,false,Pre-formal smoke output is not an accepted result and has no current consumer.
results/stage2/subjects/daytrader/nsga/robustness_smoke/archive/robustness_preformal_smoke_20260702T1144Z/seed_01/pareto_labels.csv.xz,temporary_smoke,false,7244153695a7e75e76941a23005a4e98e30e95cdaaf7dda64e4f49a54f55cb2c,9412,delete_temporary,results/stage2/subjects/*/nsga/robustness_final_30seeds/,,false,Pre-formal smoke output is not an accepted result and has no current consumer.
results/stage2/subjects/daytrader/nsga/robustness_smoke/archive/robustness_preformal_smoke_20260702T1144Z/seed_01/run_metadata.json,temporary_smoke,false,4e805ba394ac3c33426f92695fe5a5215f848f3060acf5bd5e77a9e9f78527ad,544,delete_temporary,results/stage2/subjects/*/nsga/robustness_final_30seeds/,,false,Pre-formal smoke output is not an accepted result and has no current consumer.
results/stage2/subjects/daytrader/nsga/robustness_smoke/robustness_manifest.json,temporary_smoke,false,b6ce13b7be8a9eefd0a1c84b61094714114156a73c2060151b98a6b6044a9320,4457,delete_temporary,results/stage2/subjects/*/nsga/robustness_final_30seeds/,,false,Pre-formal smoke output is not an accepted result and has no current consumer.
results/stage2/subjects/daytrader/nsga/robustness_smoke/seed_00/pareto_front.csv,temporary_smoke,false,042c52d991ae1e63503a0fe32c906ed159370f15ef0a0cdc1e5c1e588cf01f2d,32260,delete_temporary,results/stage2/subjects/*/nsga/robustness_final_30seeds/,,false,Pre-formal smoke output is not an accepted result and has no current consumer.
results/stage2/subjects/daytrader/nsga/robustness_smoke/seed_00/pareto_labels.csv.xz,temporary_smoke,false,c95f0f6e9579417e6c8ddfce685761eabd93fa9e4e62fee9374ec415bf406818,9084,delete_temporary,results/stage2/subjects/*/nsga/robustness_final_30seeds/,,false,Pre-formal smoke output is not an accepted result and has no current consumer.
results/stage2/subjects/daytrader/nsga/robustness_smoke/seed_00/run_metadata.json,temporary_smoke,false,9bed33cf4500a547d153398a569f0940d0555dd76bf15ae54c4b764456e0b446,1653,delete_temporary,results/stage2/subjects/*/nsga/robustness_final_30seeds/,,false,Pre-formal smoke output is not an accepted result and has no current consumer.
results/stage2/subjects/daytrader/nsga/robustness_smoke/seed_01/pareto_front.csv,temporary_smoke,false,bc1eb0c74ddcc7ae06b1261f8de4915d4868605d9bce39a50f4d5ac1df7c6b70,32205,delete_temporary,results/stage2/subjects/*/nsga/robustness_final_30seeds/,,false,Pre-formal smoke output is not an accepted result and has no current consumer.
results/stage2/subjects/daytrader/nsga/robustness_smoke/seed_01/pareto_labels.csv.xz,temporary_smoke,false,7244153695a7e75e76941a23005a4e98e30e95cdaaf7dda64e4f49a54f55cb2c,9412,delete_temporary,results/stage2/subjects/*/nsga/robustness_final_30seeds/,,false,Pre-formal smoke output is not an accepted result and has no current consumer.
results/stage2/subjects/daytrader/nsga/robustness_smoke/seed_01/run_metadata.json,temporary_smoke,false,cdccb2261b2418e2403d6f67ac806d2e77cb80192077c1265c01cc0317d4cb93,1653,delete_temporary,results/stage2/subjects/*/nsga/robustness_final_30seeds/,,false,Pre-formal smoke output is not an accepted result and has no current consumer.
results/stage2/subjects/jpetstore/nsga/raw/hypervolume_by_seed.csv,superseded_derived,true,ffb2168b7d35982908dc16146285f6ffc4dacb72464ae35966eaa7bf759459c1,389,delete_superseded,results/stage2/subjects/*/nsga/robustness_final_30seeds/ and results/stage2/cross_subject/operating_profile/,,false,Earlier derived summaries are superseded by formal 30-seed outputs and current post-hoc profiles.
results/stage2/subjects/jpetstore/nsga/raw/hypervolume_summary.csv,superseded_derived,true,54b969a8393b876e8f5af539d640151b11a29770d0e02a31236289fe9e77decd,177,delete_superseded,results/stage2/subjects/*/nsga/robustness_final_30seeds/ and results/stage2/cross_subject/operating_profile/,,false,Earlier derived summaries are superseded by formal 30-seed outputs and current post-hoc profiles.
results/stage2/subjects/jpetstore/nsga/raw/leiden_comparison.csv,superseded_derived,true,fdad1d915372503f86f377598722554108918aa7cdd871939caf2a8ce4871210,100179,delete_superseded,results/stage2/subjects/*/nsga/robustness_final_30seeds/ and results/stage2/cross_subject/operating_profile/,,false,Earlier derived summaries are superseded by formal 30-seed outputs and current post-hoc profiles.
results/stage2/subjects/jpetstore/nsga/raw/posthoc_metrics.csv,superseded_derived,true,e95eedbab5fd97ac4e1628373f5f01347fad7093d0cb5f60fd1d2bf1deddd058,149932,delete_superseded,results/stage2/subjects/*/nsga/robustness_final_30seeds/ and results/stage2/cross_subject/operating_profile/,,false,Earlier derived summaries are superseded by formal 30-seed outputs and current post-hoc profiles.
results/stage2/subjects/jpetstore/nsga/raw/stage1_vs_stage2.csv,superseded_derived,true,ef5513ebd2512456c92cc433d0aeaf659a6136717c73286f6c0e68871737beb1,2283,delete_superseded,results/stage2/subjects/*/nsga/robustness_final_30seeds/ and results/stage2/cross_subject/operating_profile/,,false,Earlier derived summaries are superseded by formal 30-seed outputs and current post-hoc profiles.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/STATUS.md,failed_attempt,false,af06036b5412161b915cf5c63c60ffe7abc2181634e19deb7ffce79ce865907e,222,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_00/pareto_front.csv,failed_attempt,false,c0ad2066fc1bda32119f81c9f34606a501c56296a93ffd4ecf35bac0345b356b,23312,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_00/pareto_labels.csv.xz,failed_attempt,false,3a4f65cb6ba107bed7abc4048f48c9127f590c425e5481b02673e8cc50c6b05e,2892,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_00/run_metadata.json,failed_attempt,false,e5837c7cedf20d10262c7b8ea3ac4c288c28a710fde1f29d0e94ae9f5e1aa0d7,1661,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_01/pareto_front.csv,failed_attempt,false,bfac1bfd84236716dd435b64abe644367253ecfc03fec0c8d4307a4f599c3b2a,23158,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_01/pareto_labels.csv.xz,failed_attempt,false,015633d34a08b06529654ace781e904408eec5d6cc98aa208cb322de6ff5eb42,3176,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_01/run_metadata.json,failed_attempt,false,55ac537f9ba66ca039cf5b04c03f4b8baa4968941402af9b397769023e236dd0,1661,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_02/pareto_front.csv,failed_attempt,false,71ba66b798e4f69aca4748f1277edc7d3095f0ccee70ea32d65044429429656a,22780,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_02/pareto_labels.csv.xz,failed_attempt,false,5bd1140231943c8f0dc542421630d7e3a0935421477061680fadb17ecad9f4be,3196,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_02/run_metadata.json,failed_attempt,false,f4caf5b07e223782b09f1fe481344902ce8bdc70ed74e76e64539ca2f583a214,1661,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_03/pareto_front.csv,failed_attempt,false,40cb578953f02979e8fdb73712e0dff660ff370e7bcaa343f965358409ad5307,23216,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_03/pareto_labels.csv.xz,failed_attempt,false,77f9f83f14bdf50af96e7e5e8535651385bb6f9b5e3c177fe455a8df0b236110,3024,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_03/run_metadata.json,failed_attempt,false,60c2d1cab4874a6d457d08e9e66dc5cb968621e2a22a45074b29fbacf9fc0102,1661,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_04/pareto_front.csv,failed_attempt,false,de697fda602356b5e1a4bcfd9074c2077fb64402f6b5076fa43afa2dcc387c54,22452,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_04/pareto_labels.csv.xz,failed_attempt,false,089c15fe6360b62fe783a6b6907bf4e76bb23747272b69afc952acde3540b46c,2892,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_04/run_metadata.json,failed_attempt,false,16ad1304e2ba29e5f3567cf4796cd3a5433fa694300a84be40aab84574264413,1661,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_05/pareto_front.csv,failed_attempt,false,989f45657df475770bab45b66894cac4cdb12204246f02840b0839052c62c5fb,23168,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_05/pareto_labels.csv.xz,failed_attempt,false,2790dfdbb23ce7cdbcda41b8e49596f330c13dc060ccb2ae3c3420a5b72fada7,3068,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_05/run_metadata.json,failed_attempt,false,012c9010de183bb4fdc2406770ee30ba057b751cfd3819e0065b558a3ad0840d,1661,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_06/pareto_front.csv,failed_attempt,false,3770f7589b59b4d3c6a6780170f31287079ef948e4923375708a92ae9b22f213,23300,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_06/pareto_labels.csv.xz,failed_attempt,false,ce87179dec088edde7befc60ccfca1d139a4277ad7959b5a534d74a89b9132bd,3140,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_06/run_metadata.json,failed_attempt,false,45ae85afb1e5e1c676af5b1854e96b3781a9e0cd35b613a6cdeeb9a88c338da0,1661,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_07/pareto_front.csv,failed_attempt,false,4ea40bae59de98c89dace41f0e1df53a9e25e1540c58027884f24f35fcbb49f8,22244,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
results/stage2/subjects/jpetstore/nsga/robustness_failed_empirical_bounds/seed_07/pareto_labels.csv.xz,failed_attempt,false,a1b7c740c19f908303accd5d924e72f6dab1e8461b5137bba25a36cba41fec94,2800,delete_failed,results/stage2/subjects/jpetstore/nsga/robustness_final_30seeds/,,false,Failed empirical-bounds attempt has no accepted result and no current consumer.
