relative_path,before_sha256,after_sha256,unchanged
data/semantic_graphs/declaration_method_body/jpetstore/directed_topk_neighbours.csv,5909372a001cf35e2d4c4e2e34dbd613f0c13b42bd9c781c3cfb3512fb0f654a,5909372a001cf35e2d4c4e2e34dbd613f0c13b42bd9c781c3cfb3512fb0f654a,true
data/semantic_graphs/declaration_method_body/jpetstore/graph_metadata.json,10938f9b22a4abc99fe996932cfd06dffee303cabbf2948fee81f0c656053753,10938f9b22a4abc99fe996932cfd06dffee303cabbf2948fee81f0c656053753,true
data/semantic_graphs/declaration_method_body/jpetstore/semantic_edges.csv,62ea6b951eb2933400595468eb3acc71569f0ea22cd1a37714a1a99ba3fc7f5c,62ea6b951eb2933400595468eb3acc71569f0ea22cd1a37714a1a99ba3fc7f5c,true
data/semantic_graphs/declaration_method_body/xerces/artifact_hashes.csv,71852f07169b94679827267f2d2eabaf715a24eac230a024457b3567307df125,71852f07169b94679827267f2d2eabaf715a24eac230a024457b3567307df125,true
data/semantic_graphs/declaration_method_body/xerces/class_mapping.csv,fddd1609d142fc7e3f717fd872d8c48d51ba70e1b2c17a35e7c1d58d3927cf55,fddd1609d142fc7e3f717fd872d8c48d51ba70e1b2c17a35e7c1d58d3927cf55,true
data/semantic_graphs/declaration_method_body/xerces/directed_topk_neighbours.csv,1b647688bb72ab9abbc3c038db03d98e3006fd735d73087005b7130ada884abb,1b647688bb72ab9abbc3c038db03d98e3006fd735d73087005b7130ada884abb,true
data/semantic_graphs/declaration_method_body/xerces/graph_metadata.json,c56cd0663ed70768c2fd43790e56296a0c285889a05734760b964b7525597263,c56cd0663ed70768c2fd43790e56296a0c285889a05734760b964b7525597263,true
data/semantic_graphs/declaration_method_body/xerces/semantic_edges.csv,a2951cc151506040f87e33abfa7e5a306e55ac2e85f36c5d8c7d7afa5fe9ee47,a2951cc151506040f87e33abfa7e5a306e55ac2e85f36c5d8c7d7afa5fe9ee47,true
data/semantic_text/declaration_method_body/daytrader/class_ids.csv,8324498bc767ee09400f370d9593b35272d7403b9d49a5cc4b0240c91fbf2763,8324498bc767ee09400f370d9593b35272d7403b9d49a5cc4b0240c91fbf2763,true
data/semantic_text/declaration_method_body/daytrader/class_semantic_inputs.csv,f677c6c4ec87cddac6146d1a7c5e0372b8ee62c3b7432e53a9d6cf853d22fe46,f677c6c4ec87cddac6146d1a7c5e0372b8ee62c3b7432e53a9d6cf853d22fe46,true
data/semantic_text/declaration_method_body/daytrader/manifest.json,6b38b269f08090fe3ff48781a1673264645b2b41d92cc5de3e1f13e8322448d8,6b38b269f08090fe3ff48781a1673264645b2b41d92cc5de3e1f13e8322448d8,true
data/semantic_text/declaration_method_body/daytrader/quality_summary.json,f433521cf10131bb3c211678fed734e09509b98fe76e66a46a3df22eba1f0883,f433521cf10131bb3c211678fed734e09509b98fe76e66a46a3df22eba1f0883,true
data/semantic_text/declaration_method_body/jpetstore/class_ids.csv,b97997f72738ce80755c31741c4cc72d594aa06f0fdd09befbb0d3893a0a8618,b97997f72738ce80755c31741c4cc72d594aa06f0fdd09befbb0d3893a0a8618,true
data/semantic_text/declaration_method_body/jpetstore/class_semantic_inputs.csv,3c47d335eaafae4594506a4b88c00ef689ffabeaa5d63d0ba515a45efc589ca2,3c47d335eaafae4594506a4b88c00ef689ffabeaa5d63d0ba515a45efc589ca2,true
data/semantic_text/declaration_method_body/jpetstore/manifest.json,36385cbf9217fcf1278e783dcf8603871a071e4de80d08b674dc1a6baafccd06,36385cbf9217fcf1278e783dcf8603871a071e4de80d08b674dc1a6baafccd06,true
data/semantic_text/declaration_method_body/jpetstore/quality_summary.json,08be59c2042990cbf38313006e736d179f41a3a383c559e58047a6802bd0890e,08be59c2042990cbf38313006e736d179f41a3a383c559e58047a6802bd0890e,true
data/semantic_text/declaration_method_body/xerces/class_ids.csv,1c372485e96caeda3d1d091fa9854728a3aac30e9b84826b93f339c0f9f31e39,1c372485e96caeda3d1d091fa9854728a3aac30e9b84826b93f339c0f9f31e39,true
data/semantic_text/declaration_method_body/xerces/class_semantic_inputs.csv,95472e426389d07581bf7b094ca422b8994fc4caf2faadc59ae18cdd32dd623c,95472e426389d07581bf7b094ca422b8994fc4caf2faadc59ae18cdd32dd623c,true
data/semantic_text/declaration_method_body/xerces/manifest.json,9ff27acce90cf79b3f4ddb2f32029b28d88efca275c885abbb3c0ff9df33cf44,9ff27acce90cf79b3f4ddb2f32029b28d88efca275c885abbb3c0ff9df33cf44,true
data/semantic_text/declaration_method_body/xerces/quality_summary.json,44a6afa0f4b0417e1425f119255babc8a7c4a39a3efdc33e410469f6371c31b0,44a6afa0f4b0417e1425f119255babc8a7c4a39a3efdc33e410469f6371c31b0,true
reports/stage3_method_body/method_body_input_contract.md,836aa335f18670b58e88b280d4830ead038fde7b36a133009c3461a718ab0aee,836aa335f18670b58e88b280d4830ead038fde7b36a133009c3461a718ab0aee,true
reports/stage3_method_body/method_body_input_hashes.csv,284c16a83f43242c7d84c142bb708f855140ce576acddc60c93f46e9febdf09d,284c16a83f43242c7d84c142bb708f855140ce576acddc60c93f46e9febdf09d,true
reports/stage3_method_body/method_body_input_manifest.json,cc126c447bb817f9aff85997d3f157adb0d41bfdbd8c8cc482cb58d0d4c0dbb5,cc126c447bb817f9aff85997d3f157adb0d41bfdbd8c8cc482cb58d0d4c0dbb5,true
