subject,seed,representation,path,sha256,bytes
jpetstore,0,stage3b,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/objective_redundancy.json,e0afee840ad5f2e21b9debf60df1d6ee46ad55ab0f42fcd9d13668c56bc20bdb,1131
jpetstore,0,stage3b,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/pareto_front_4d.csv,e977a03a8cf1095610757b8eadd820a35b97a0f36d39d5939961bffef588b916,84506
jpetstore,0,stage3b,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/partition_labels.csv,e8869058fa0d974692c363d96a5e4ed777cb1c9fab28832f240d8831669838e2,1586033
jpetstore,0,stage3b,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/posthoc_metrics.csv,338ed345abc90e0aef03b28180dfc79eb5b1030dfaf57429fd124d567d42b223,73855
jpetstore,0,stage3b,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/projected_front_3d.csv,36169fb7b09dc3f3f2fbb00aa8d36628901a0040bc7fc6debbd1f7c9853493dc,51309
jpetstore,0,stage3b,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/projected_hypervolume.json,bafe00288057f2af2a7cf59facc00b5360b7f0af471419d662aac81b85844b49,1241
jpetstore,0,stage3b,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/run.log,d6314d361ba102bd9107b3042c36bb5251abc94d8fd4c896abf3cb86943f53c7,188
jpetstore,0,stage3b,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/run_metadata.json,b604c8206bec09d179895d28dede910996389d2702e1fa9180bc3f85d19c269b,5961
jpetstore,0,stage3b,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/run_metrics.json,d2239665a6cfcbcb0162007cf1a48b2036ec9cb62fc7299937343075b0b60c8b,1080
jpetstore,0,stage3b,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/selected_partition.csv,2bf3a472dab2499058efe1b26c385a6c2ab3f69ccc6078060da4620ea6868043,15647
jpetstore,0,stage3b,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/selected_solution.json,61b895b9a1800f601de0264f156d8ca323a6d7b19c6b6b54f41b272414efe420,31084
jpetstore,1,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_01/pareto_front.csv,df8ed7067837aa4f7b677483eaeff8a6330d92956ec7e9d9b7c6e60b8b4074cc,28990
jpetstore,1,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_01/pareto_labels.csv.xz,3ac02924a7056da42fe624d928b72e52158f87da146455241eb31cdd6f621983,3228
jpetstore,1,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_01/run_metadata.json,30b903e228e5eb127af240ffc419f96b73f70cfc558dd0faf3d4f5472e25834c,2126
jpetstore,1,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_01/run_metrics.json,51a7054ff3ef333136288a5140e9a95a884fa3ea6669be003acf3868866f3cd7,1948
jpetstore,1,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_01/selected_partition.csv,905a76339563da74baa0f0135a6cd9900d2f92c7f9a4f69ea65f9fd49173bba8,2113
jpetstore,1,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_01/selected_solution.csv,bf1b0b8fce5e8419cfc218826ba47b1fbdea637a10ee3302970781f94409c80c,1039
jpetstore,1,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_01/objective_redundancy.json,143cf06f3461e62446874c787070eb01e9e38385cd6f540c48302ca9bc827774,288
jpetstore,1,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_01/pareto_front_4d.csv,a32341e608e702c877a99702f1d17d44b1233bf6bd9bf596929b8b2276b8f58d,27096
jpetstore,1,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_01/partition_labels.csv,14846a59830143dac2fa33182b2334c906079894179f92045c44d4917178b447,280256
jpetstore,1,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_01/projected_front_3d.csv,6c13e773a4e7f7e34b284056576653e51b0a6e75fc651004ad5b9b64324873db,12859
jpetstore,1,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_01/projected_hypervolume.json,44bde1e1e67a4452ed73ebf0f5eebabde22dc807b4dcd60b3d40804609f63f63,380
jpetstore,1,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_01/run.log,f14692c6da5cd8960c27eb09c71ae18bd63bd7045ff6098e14e61855a82f56ba,200
jpetstore,1,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_01/run_metadata.json,519a3506c2a5fee50a6431afae7b1aa514cdf9dc496d6fbb6ab19f9baa161f64,4271
jpetstore,1,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_01/selected_partition.csv,905a76339563da74baa0f0135a6cd9900d2f92c7f9a4f69ea65f9fd49173bba8,2113
jpetstore,1,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_01/selected_solution.json,1169b2d3e20220754967bb8a258db1cc70a44c27377fde0dbaec24ea59ff3687,6466
jpetstore,1,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_01/artifact_hashes.csv,d1b7be5a107709161a2a4d487e9d8acca8def9797abf6789123911d44e7bf7cb,8621
jpetstore,1,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_01/config_snapshot.yml,c1af2191baefddee68a7f41c97c29f7799df4bcf5372d9e9cf44a52a3b510286,1452
jpetstore,1,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_01/graph_provenance.json,b75b6120b5536b58e6f193ed7826cabcdeb902807ec7bee9aa4ac68ff6ed437a,3887
jpetstore,1,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_01/objective_redundancy.json,69a6c400b969203fbdc213f69472c0ae5b9bacdc4f4b9007045e4d7d29b7de10,1130
jpetstore,1,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_01/pareto_front_4d.csv,7ba55e9aedf6ef4d21178a0b5f7fc614fe6101509167fe1556ee128388621ba9,84427
jpetstore,1,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_01/partition_labels.csv,925689cee9a43fa3d05d2e9bb5cf4a8f51cafb5cd9f3809e85b0fbc4f8fd7447,1586033
jpetstore,1,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_01/posthoc_metrics.csv,2039c398172d7dc859f75423842750e8c91bf5c028ffb625e887369e973624ca,73967
jpetstore,1,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_01/projected_front_3d.csv,5d3b8b4139251f1a56c878bf6114456508fb31db82772ddafc920c673887c3f1,42913
jpetstore,1,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_01/projected_hypervolume.json,45271e919623830213929fa5f55369df0fa0d3ec241cbac86a992dee081590ab,1239
jpetstore,1,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_01/run.log,4c1043fc6b4629970d2242a8f0b6e9b3ba0095ebe254c94e822e716084d5b085,184
jpetstore,1,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_01/run_metadata.json,7476ee883abebb9352a2ced3c00fcada68f5789b4f00d21ebffe3fead07fb949,5955
jpetstore,1,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_01/run_metrics.json,1472f32a5d1fd4e0f80fc4ec3c9c3b0fd081ded1ebae655057cbabdcc3fc9ab1,1079
jpetstore,1,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_01/selected_partition.csv,fd70257e09f58f59589f8e46dc42b74872c2292f82cc500f626ceb19c4383a48,15647
jpetstore,1,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_01/selected_solution.json,9a7374566a65063ecd435a87ffd3e7e581314c0afa592d334d87c0095baddbff,31084
jpetstore,2,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_02/pareto_front.csv,a3c358f3be51fed5bc485ba85e5785353e76c706c45ba1822eea402dc08ad35c,26550
jpetstore,2,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_02/pareto_labels.csv.xz,baada8321387abca95d8e5336b5047d43f10655b7ce9e3df804a9b2516723b78,2872
jpetstore,2,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_02/run_metadata.json,f3fef655dac9ab7c3d197d403176429fddf9b211eeaafaea51c33aee61a0a6e0,2126
jpetstore,2,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_02/run_metrics.json,76e0437384c2f43997c87aec8c4de9f2eb90ccf6cb50e68c54f5faaf30301126,1944
jpetstore,2,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_02/selected_partition.csv,905a76339563da74baa0f0135a6cd9900d2f92c7f9a4f69ea65f9fd49173bba8,2113
jpetstore,2,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_02/selected_solution.csv,3a8f995efdb53e5fcc38c90e666c6dcab07a6e8a2a9380241a4bcc4d9b54edcc,1039
jpetstore,2,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_02/objective_redundancy.json,35dc2879e4b7f9e2e3146a8122cf68d53150072582a20264a472241bea4b3b26,290
jpetstore,2,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_02/pareto_front_4d.csv,00b486beab7d900d2cbc8192e769ad62226fda19ed13e3691100c663965ee701,27813
jpetstore,2,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_02/partition_labels.csv,38b9823fd4c2ca50dd35184bdab2dc318da3bf881fb11d5b47620f9b51c508c4,280256
jpetstore,2,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_02/projected_front_3d.csv,370760d8cde5779beeca9eb370d9961ae6cabaed3bca36d292fd47adae7ec1ce,11302
jpetstore,2,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_02/projected_hypervolume.json,30264ba4f1bc49f4bf7fd72a021979c85209fd218ca259c9a216b06ef6c5244f,382
jpetstore,2,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_02/run.log,cb8ab4cfdc55cc756aec64b9836b125bc016d4ab89a4dea0648b48bfb1a6a9a3,200
jpetstore,2,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_02/run_metadata.json,406285fc61750d77428a61239d82953f45e84956181794a7b88b7e91deaee9f9,4273
jpetstore,2,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_02/selected_partition.csv,905a76339563da74baa0f0135a6cd9900d2f92c7f9a4f69ea65f9fd49173bba8,2113
jpetstore,2,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_02/selected_solution.json,00a32c835c25e6f624663485e343f48374d682b06f8f6421e8d43d24a2b7516b,6466
jpetstore,2,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_02/artifact_hashes.csv,695d732d803023115d8e3f4672c237131a48a6041198871080ea738bc14f5940,8621
jpetstore,2,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_02/config_snapshot.yml,c1af2191baefddee68a7f41c97c29f7799df4bcf5372d9e9cf44a52a3b510286,1452
jpetstore,2,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_02/graph_provenance.json,6c3de209b65e56965fae45bec20606d86ea182506a4a5bfca54b2696bb641036,3887
jpetstore,2,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_02/objective_redundancy.json,098b20b5546e033c023f69a8817ca6c28d4a7069a5003902e250a30248118964,1129
jpetstore,2,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_02/pareto_front_4d.csv,715c9996f982593a841b656e7b1f82178fa4549f55546744682502a1b9472633,84816
jpetstore,2,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_02/partition_labels.csv,72da79eb61569ce091b45a5e1bdaaa1156e257a064aeb5a6ce1669984f820598,1586033
jpetstore,2,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_02/posthoc_metrics.csv,02aeeaab78ac7a3c64e46bc9e82cbfc4a01b3a7eadf3bd3b1a78f5054402adca,74329
jpetstore,2,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_02/projected_front_3d.csv,2fd5350b7006fc5161f0c790a859eff69dd960ec44a55f4d3847cccffed7cfa3,34664
jpetstore,2,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_02/projected_hypervolume.json,421f91d14aca95dc5fab3144b09e02dc82c385fb542c34deff1c64173b702840,1237
jpetstore,2,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_02/run.log,e27b5e2a7d5dd7816fe20ee534e48fec737b2cf670b2a28b89bcf1de877df513,184
jpetstore,2,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_02/run_metadata.json,f7c8cc0adb94acdc386ac63716106b74f5c0b9b4d587f367ee3df193e669dfc6,5954
jpetstore,2,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_02/run_metrics.json,4172d0d2380dbaaba1e9dd9b5c36d6ce79e85e8766b4bb26dc5b3fc0cf56abd0,1078
jpetstore,2,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_02/selected_partition.csv,2dca059db6bdfb1b0534c8db570975305d0aad64aab3c797623a25fb44839ee9,15647
jpetstore,2,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_02/selected_solution.json,359c435089a2165776547a1979ecf05c920b5af936b8a1ebd70e8cdcc0a8cd75,31084
jpetstore,3,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_03/pareto_front.csv,28545b76fb9df9d6bd390417e48667ead6fc8b07f3d98cac762171261522f5fd,28369
jpetstore,3,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_03/pareto_labels.csv.xz,03366e353ccb6a63f4106620b19e3fae750d484f1665338189e720e108d46df4,3060
jpetstore,3,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_03/run_metadata.json,662ae1bf08ddf8bd403511da7ec91abfe57e135de67216cbb27749d15462c902,2126
jpetstore,3,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_03/run_metrics.json,2554460f38099bec8a5ad116e287dd56bbe17a96e64bdf97d2886d5bc03f25c0,1945
jpetstore,3,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_03/selected_partition.csv,905a76339563da74baa0f0135a6cd9900d2f92c7f9a4f69ea65f9fd49173bba8,2113
jpetstore,3,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_03/selected_solution.csv,0d1a8eecc36b7d50055273aaa60f24aec762433657d7360d28849bcab88b2b51,1039
jpetstore,3,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_03/objective_redundancy.json,6389eb72f38d8000b59c399d6cb97dd6d315c54f66ab52b8aa74c351d2d3bb60,289
jpetstore,3,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_03/pareto_front_4d.csv,416c5d9e36449dc3e53f31cab53b757afd0e394a37a7aa937493f3a72ccb5618,27765
jpetstore,3,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_03/partition_labels.csv,2aa55db23b1feccf3f1ee5d2646f8825b49e015e5aa9cb4cd2fdb197778e6f71,280256
jpetstore,3,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_03/projected_front_3d.csv,c86731d1870fc9daf59672c73fd3aec713759b00a4e9002a81d53f2a274145d5,13452
jpetstore,3,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_03/projected_hypervolume.json,094e6fd9bd6d6170504f4bc574569879eea37b61edb45e5fc00c0d18067d5568,380
jpetstore,3,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_03/run.log,68710204e04c6001380ce6ea46423611c3caa4386fcf9994a9686b426548a47a,200
jpetstore,3,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_03/run_metadata.json,1579504bea844bdc3a0598e69eb61a0d9c4aa24f29eb44e04d6df5ad889070ad,4270
jpetstore,3,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_03/selected_partition.csv,905a76339563da74baa0f0135a6cd9900d2f92c7f9a4f69ea65f9fd49173bba8,2113
jpetstore,3,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_03/selected_solution.json,3f71691395af17bdc7e509e7f54a753f427c8b79e3d1f28b2b39eb86d61af879,6466
jpetstore,3,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_03/artifact_hashes.csv,767dc753058f96faace131c407b76e53d982179fc540331eeec270ddad35ef1c,8621
jpetstore,3,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_03/config_snapshot.yml,c1af2191baefddee68a7f41c97c29f7799df4bcf5372d9e9cf44a52a3b510286,1452
jpetstore,3,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_03/graph_provenance.json,474a45a456596ca3ee9f9a97b873cf7d0ac111f8f443649e9f9a9ce7247013e8,3887
jpetstore,3,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_03/objective_redundancy.json,03b1b9b347077141c062a23f5545abadd30a4c6322b9d9245cef4cdd1d0a3398,1132
jpetstore,3,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_03/pareto_front_4d.csv,08747e333e48690b27110c8a00412a94d3ea64192971111f92122e7bf8dca6d7,84505
jpetstore,3,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_03/partition_labels.csv,52206b36643814b01dbf81533800a459752c7cc078f149f95a917f00ee47338b,1586033
jpetstore,3,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_03/posthoc_metrics.csv,7842865e1970635af490c5e8fc8a58ad420a04715c25b17b9c4602ccb19e3dfa,73947
jpetstore,3,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_03/projected_front_3d.csv,c19a12bf43673c9b5953fa2b143733d613d6510c289d42aa532c1df5d79892e0,57843
jpetstore,3,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_03/projected_hypervolume.json,c750058ebd3de2af9b78abb289683d9830873fcf7ffab8871bea5c17911a92aa,1239
jpetstore,3,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_03/run.log,a62585daa673d5df6d10291dbed9d83395519e1c0640204c5f84f0778c4c0109,184
jpetstore,3,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_03/run_metadata.json,0153a426168ede88b463e3c4982d5fd250bf1e29586c8c83628d74de901d462b,5953
jpetstore,3,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_03/run_metrics.json,4d4510442f311021021b29ed99633a9a01e60720f24dc0f8a6ee0e12800c94b1,1079
jpetstore,3,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_03/selected_partition.csv,65c0847b8578a1ad55d8185da2688e8cbe00e4f92ded1ff54001dbc355cec68d,15647
jpetstore,3,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_03/selected_solution.json,346ce2efe35be481aab6418df98f633fbf2242eb780034640ed36cea4642ecd9,31084
jpetstore,4,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_04/pareto_front.csv,c339c2db2d6762c572ccbc8ef27c560e88df6fc327a448343493199353df3a75,29048
jpetstore,4,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_04/pareto_labels.csv.xz,b2576f36fa46b0fcab9a9f35ecac6b2d6558405815d858d635383f3d3770b6d6,3260
jpetstore,4,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_04/run_metadata.json,2f337f35a493202579bb6e0e180b586780093526c1b7c9f70bf389c98b9cb655,2126
jpetstore,4,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_04/run_metrics.json,54ae3240fa043316dccf479ad38676f5e5cff71e03c6765524c544bafb33d1a5,1948
jpetstore,4,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_04/selected_partition.csv,905a76339563da74baa0f0135a6cd9900d2f92c7f9a4f69ea65f9fd49173bba8,2113
jpetstore,4,stage2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_04/selected_solution.csv,dab587c64f273b0d4c7916741ff29a82f8be6420f9469bc5dba4ee4501fae599,1039
jpetstore,4,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_04/objective_redundancy.json,e34ba39530c5e0f3adba57a5cc970c1b2566a5b5ce8e73c42b0216a81089c954,289
jpetstore,4,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_04/pareto_front_4d.csv,2150dc1a19b4c2d54c33d76d1fb9d9467c0d462c2f120db086437bd38a26f5b0,27704
jpetstore,4,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_04/partition_labels.csv,e7cdb67b580a5fb9e8bfa40262986b3ea94700e9d9d389419db623d0a1069a21,280256
jpetstore,4,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_04/projected_front_3d.csv,65c83023b7750adcdf249d4ae05c778247d4021f9f6f607b619116fb90f15d96,12075
jpetstore,4,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_04/projected_hypervolume.json,2bb0e235b01f86029afa929afa1d8c80e1342b57bb968d505ff56912e248c87a,363
jpetstore,4,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_04/run.log,fc37d12929e8f86bb353a27a472b7a3848e65eb54ebf48214a606a81b5723846,200
jpetstore,4,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_04/run_metadata.json,2f18eac111914a726dca051d9b1b6496d2128d4ff9d6ffd72d186605f152fb28,4253
jpetstore,4,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_04/selected_partition.csv,905a76339563da74baa0f0135a6cd9900d2f92c7f9a4f69ea65f9fd49173bba8,2113
jpetstore,4,stage3a,results/jpetstore/04_stage3_semantic/formal/seed_04/selected_solution.json,07947c7096ef30a6511a752c8e40d8d295b9abc900591f3a3f3f3f77f014231b,6466
jpetstore,4,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_04/artifact_hashes.csv,b4266fd76d4b7e9e8cde3eecc5a2bf3d3c911e8fd3b31fbe7a2b804fba2065ac,8621
jpetstore,4,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_04/config_snapshot.yml,c1af2191baefddee68a7f41c97c29f7799df4bcf5372d9e9cf44a52a3b510286,1452
jpetstore,4,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_04/graph_provenance.json,4d064cd547fdf1acbf1208e347be007db8b79b51533da48f8b03474ca1ff5098,3887
jpetstore,4,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_04/objective_redundancy.json,17c23f8378c56283189a52479d45b6cf62f21133a537d6b1e56c04b7f83187c7,1129
jpetstore,4,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_04/pareto_front_4d.csv,a4c53ecd8a9bba74351b50310235ca75a9a141c05a9c296592af0437b4b73d06,84685
jpetstore,4,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_04/partition_labels.csv,e3c4eb7fd37a85ee9b4327ab1fa1043bfda7ab2290103ac56b204889ad1fd760,1586033
jpetstore,4,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_04/posthoc_metrics.csv,8d00d85b98682161c481c18e0af1d52653447a5fd9bdefb2288b04c91bf24951,74133
jpetstore,4,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_04/projected_front_3d.csv,166b4c0f533a902c15d070523605d0c57b5f69aee0119f3107ac297cf5ed080b,42978
jpetstore,4,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_04/projected_hypervolume.json,5a49909dbea5a60405befc5e22b902481118827f674fafb68849dfa48015e134,1239
jpetstore,4,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_04/run.log,e916e99343da6badead86dd8fe54d558df3e89a1b9879efb8523d2e0e9a66ae5,184
jpetstore,4,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_04/run_metadata.json,ff3511adfcadcdf269745d363e7e67a04a5f9de1fffa08aa9ce0049c8c8fe53c,5953
jpetstore,4,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_04/run_metrics.json,bee6659f0e080045426289898649f7cac8f23441690fdf8c0260546020b3042d,1079
jpetstore,4,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_04/selected_partition.csv,13b5d5e88a4162290ae6126d4bc0510a25168c10b4fb257a049d7b9aa0a213f7,15647
jpetstore,4,stage3b,results/jpetstore/05_stage3_declaration_method_body/formal/seed_04/selected_solution.json,76aeb3b66b5db2a8e3c473049cc5b703445fdd7d19767f6d0e1dc3042a185d93,31084
