source,target,flow_type,weight,evidence_method,evidence_statement
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NamedNodeMapImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node remove(org.apache.xerces.dom.AttrImpl,int,boolean)>",$r9 = virtualinvoke r8.<org.apache.xerces.dom.NamedNodeMapImpl: org.w3c.dom.Node getNamedItem(java.lang.String)>(r4)
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NamedNodeMapImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node remove(org.apache.xerces.dom.AttrImpl,int,boolean)>","$i2 = virtualinvoke r0.<org.apache.xerces.dom.AttributeMap: int findNamePoint(java.lang.String,int)>(r4, $i1)"
org.apache.xerces.dom.NodeImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node remove(org.apache.xerces.dom.AttrImpl,int,boolean)>","virtualinvoke r2.<org.apache.xerces.dom.CoreDocumentImpl: void putIdentifier(java.lang.String,org.w3c.dom.Element)>($r17, $r16)"
org.apache.xerces.dom.ElementImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node remove(org.apache.xerces.dom.AttrImpl,int,boolean)>","virtualinvoke r2.<org.apache.xerces.dom.CoreDocumentImpl: void putIdentifier(java.lang.String,org.w3c.dom.Element)>($r17, $r16)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node remove(org.apache.xerces.dom.AttrImpl,int,boolean)>","virtualinvoke r2.<org.apache.xerces.dom.CoreDocumentImpl: void removedAttrNode(org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NodeImpl,java.lang.String)>(r3, $r22, r4)"
org.apache.xerces.dom.NodeImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node remove(org.apache.xerces.dom.AttrImpl,int,boolean)>","virtualinvoke r2.<org.apache.xerces.dom.CoreDocumentImpl: void removedAttrNode(org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NodeImpl,java.lang.String)>(r3, $r22, r4)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,return_value_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node internalRemoveNamedItemNS(java.lang.String,java.lang.String,boolean)>",virtualinvoke r2.<org.apache.xerces.dom.CoreDocumentImpl: void removeIdentifier(java.lang.String)>($r24)
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NamedNodeMapImpl,return_value_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node internalRemoveNamedItemNS(java.lang.String,java.lang.String,boolean)>",$r13 = virtualinvoke r11.<org.apache.xerces.dom.NamedNodeMapImpl: org.w3c.dom.Node getNamedItem(java.lang.String)>($r25)
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NamedNodeMapImpl,return_value_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node internalRemoveNamedItemNS(java.lang.String,java.lang.String,boolean)>","i0 = virtualinvoke r0.<org.apache.xerces.dom.AttributeMap: int findNamePoint(java.lang.String,int)>($r25, 0)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NamedNodeMapImpl,return_value_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node internalRemoveNamedItemNS(java.lang.String,java.lang.String,boolean)>","$i2 = virtualinvoke r0.<org.apache.xerces.dom.AttributeMap: int findNamePoint(java.lang.String,int)>($r25, $i1)"
org.apache.xerces.dom.NodeImpl,org.apache.xerces.dom.CoreDocumentImpl,return_value_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node internalRemoveNamedItemNS(java.lang.String,java.lang.String,boolean)>","virtualinvoke r2.<org.apache.xerces.dom.CoreDocumentImpl: void putIdentifier(java.lang.String,org.w3c.dom.Element)>($r22, $r21)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node internalRemoveNamedItemNS(java.lang.String,java.lang.String,boolean)>",virtualinvoke r2.<org.apache.xerces.dom.CoreDocumentImpl: void removeIdentifier(java.lang.String)>($r24)
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NamedNodeMapImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node internalRemoveNamedItemNS(java.lang.String,java.lang.String,boolean)>",$r13 = virtualinvoke r11.<org.apache.xerces.dom.NamedNodeMapImpl: org.w3c.dom.Node getNamedItem(java.lang.String)>($r25)
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NamedNodeMapImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node internalRemoveNamedItemNS(java.lang.String,java.lang.String,boolean)>","i0 = virtualinvoke r0.<org.apache.xerces.dom.AttributeMap: int findNamePoint(java.lang.String,int)>($r25, 0)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NamedNodeMapImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node internalRemoveNamedItemNS(java.lang.String,java.lang.String,boolean)>","$i2 = virtualinvoke r0.<org.apache.xerces.dom.AttributeMap: int findNamePoint(java.lang.String,int)>($r25, $i1)"
org.apache.xerces.dom.NodeImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node internalRemoveNamedItemNS(java.lang.String,java.lang.String,boolean)>","virtualinvoke r2.<org.apache.xerces.dom.CoreDocumentImpl: void putIdentifier(java.lang.String,org.w3c.dom.Element)>($r22, $r21)"
org.apache.xerces.dom.ElementImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node internalRemoveNamedItemNS(java.lang.String,java.lang.String,boolean)>","virtualinvoke r2.<org.apache.xerces.dom.CoreDocumentImpl: void putIdentifier(java.lang.String,org.w3c.dom.Element)>($r22, $r21)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node internalRemoveNamedItemNS(java.lang.String,java.lang.String,boolean)>","virtualinvoke r2.<org.apache.xerces.dom.CoreDocumentImpl: void removedAttrNode(org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NodeImpl,java.lang.String)>(r30, $r8, r4)"
org.apache.xerces.dom.NodeImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node internalRemoveNamedItemNS(java.lang.String,java.lang.String,boolean)>","virtualinvoke r2.<org.apache.xerces.dom.CoreDocumentImpl: void removedAttrNode(org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NodeImpl,java.lang.String)>(r30, $r8, r4)"
org.apache.xerces.dom.ElementImpl,org.apache.xerces.dom.AttributeMap,argument_passing_flow,3,<org.apache.xerces.dom.AttributeMap: org.apache.xerces.dom.NamedNodeMapImpl cloneMap(org.apache.xerces.dom.NodeImpl)>,"specialinvoke $r0.<org.apache.xerces.dom.AttributeMap: void <init>(org.apache.xerces.dom.ElementImpl,org.apache.xerces.dom.NamedNodeMapImpl)>($r2, null)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.AttributeMap,argument_passing_flow,3,<org.apache.xerces.dom.AttributeMap: void moveSpecifiedAttributes(org.apache.xerces.dom.AttributeMap)>,"specialinvoke r0.<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node remove(org.apache.xerces.dom.AttrImpl,int,boolean)>(r4, i1_1, 0)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.AttributeMap,argument_passing_flow,3,<org.apache.xerces.dom.AttributeMap: void moveSpecifiedAttributes(org.apache.xerces.dom.AttributeMap)>,virtualinvoke r6.<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node setNamedItem(org.w3c.dom.Node)>(r4)
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.AttributeMap,argument_passing_flow,3,<org.apache.xerces.dom.AttributeMap: void moveSpecifiedAttributes(org.apache.xerces.dom.AttributeMap)>,virtualinvoke r6.<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node setNamedItemNS(org.w3c.dom.Node)>(r4)
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NamedNodeMapImpl,return_value_flow,3,<org.apache.xerces.dom.AttributeMap: void reconcileDefaults(org.apache.xerces.dom.NamedNodeMapImpl)>,"i5 = virtualinvoke r0.<org.apache.xerces.dom.AttributeMap: int findNamePoint(java.lang.String,int)>($r9, 0)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.AttributeMap,argument_passing_flow,3,<org.apache.xerces.dom.AttributeMap: void reconcileDefaults(org.apache.xerces.dom.NamedNodeMapImpl)>,"specialinvoke r0.<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node remove(org.apache.xerces.dom.AttrImpl,int,boolean)>(r17, i2_1, 0)"
org.apache.xerces.dom.NamedNodeMapImpl,org.apache.xerces.dom.AttributeMap,argument_passing_flow,3,<org.apache.xerces.dom.AttributeMap: void reconcileDefaults(org.apache.xerces.dom.NamedNodeMapImpl)>,virtualinvoke r0.<org.apache.xerces.dom.AttributeMap: void cloneContent(org.apache.xerces.dom.NamedNodeMapImpl)>(r2)
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NamedNodeMapImpl,argument_passing_flow,3,<org.apache.xerces.dom.AttributeMap: void reconcileDefaults(org.apache.xerces.dom.NamedNodeMapImpl)>,"i5 = virtualinvoke r0.<org.apache.xerces.dom.AttributeMap: int findNamePoint(java.lang.String,int)>($r9, 0)"
org.apache.xerces.dom.NodeImpl,org.apache.xerces.dom.NamedNodeMapImpl,return_value_flow,3,<org.apache.xerces.dom.AttributeMap: int addItem(org.w3c.dom.Node)>,"i0 = virtualinvoke r2.<org.apache.xerces.dom.AttributeMap: int findNamePoint(java.lang.String,java.lang.String)>($r5, $r4)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NamedNodeMapImpl,return_value_flow,3,<org.apache.xerces.dom.AttributeMap: int addItem(org.w3c.dom.Node)>,"i0_1 = virtualinvoke r2.<org.apache.xerces.dom.AttributeMap: int findNamePoint(java.lang.String,int)>($r6, 0)"
org.apache.xerces.dom.NodeImpl,org.apache.xerces.dom.NamedNodeMapImpl,argument_passing_flow,3,<org.apache.xerces.dom.AttributeMap: int addItem(org.w3c.dom.Node)>,"i0 = virtualinvoke r2.<org.apache.xerces.dom.AttributeMap: int findNamePoint(java.lang.String,java.lang.String)>($r5, $r4)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NamedNodeMapImpl,argument_passing_flow,3,<org.apache.xerces.dom.AttributeMap: int addItem(org.w3c.dom.Node)>,"i0_1 = virtualinvoke r2.<org.apache.xerces.dom.AttributeMap: int findNamePoint(java.lang.String,int)>($r6, 0)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,<org.apache.xerces.dom.AttributeMap: int addItem(org.w3c.dom.Node)>,"virtualinvoke $r13.<org.apache.xerces.dom.CoreDocumentImpl: void setAttrNode(org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.AttrImpl)>(r1, null)"
org.apache.xerces.dom.CoreDocumentImpl,org.apache.xerces.dom.TextImpl,argument_passing_flow,3,"<org.apache.xerces.dom.CDATASectionImpl: void <init>(org.apache.xerces.dom.CoreDocumentImpl,java.lang.String)>","specialinvoke r0.<org.apache.xerces.dom.TextImpl: void <init>(org.apache.xerces.dom.CoreDocumentImpl,java.lang.String)>(r1, r2)"
