class_id,class_name,raw_cluster_id,ssa_cluster_id,raw_cluster_size,ssa_cluster_size,lost_same_cluster_neighbors,gained_same_cluster_neighbors,membership_jaccard
com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer,com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer,0,3,13,6,com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean;com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect;com.ibm.websphere.samples.daytrader.direct.TradeDirect;com.ibm.websphere.samples.daytrader.util.Log;com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator;com.ibm.websphere.samples.daytrader.web.websocket.ActionDecoder;com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage;com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket;com.ibm.websphere.samples.daytrader.web.websocket.RecentStockChangeList,com.ibm.websphere.samples.daytrader.TradeServices;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,0.21428571428571427
com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,0,3,13,6,com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean;com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect;com.ibm.websphere.samples.daytrader.direct.TradeDirect;com.ibm.websphere.samples.daytrader.util.Log;com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator;com.ibm.websphere.samples.daytrader.web.websocket.ActionDecoder;com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage;com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket;com.ibm.websphere.samples.daytrader.web.websocket.RecentStockChangeList,com.ibm.websphere.samples.daytrader.TradeServices;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,0.21428571428571427
com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,4,0,4,14,,com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean;com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect;com.ibm.websphere.samples.daytrader.direct.TradeDirect;com.ibm.websphere.samples.daytrader.util.CompleteOrderThread;com.ibm.websphere.samples.daytrader.util.Log;com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator;com.ibm.websphere.samples.daytrader.web.websocket.ActionDecoder;com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage;com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket;com.ibm.websphere.samples.daytrader.web.websocket.RecentStockChangeList,0.23076923076923078
com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB,com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB,4,0,4,14,,com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean;com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect;com.ibm.websphere.samples.daytrader.direct.TradeDirect;com.ibm.websphere.samples.daytrader.util.CompleteOrderThread;com.ibm.websphere.samples.daytrader.util.Log;com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator;com.ibm.websphere.samples.daytrader.web.websocket.ActionDecoder;com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage;com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket;com.ibm.websphere.samples.daytrader.web.websocket.RecentStockChangeList,0.23076923076923078
com.ibm.websphere.samples.daytrader.util.MDBStats,com.ibm.websphere.samples.daytrader.util.MDBStats,4,0,4,14,,com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean;com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect;com.ibm.websphere.samples.daytrader.direct.TradeDirect;com.ibm.websphere.samples.daytrader.util.CompleteOrderThread;com.ibm.websphere.samples.daytrader.util.Log;com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator;com.ibm.websphere.samples.daytrader.web.websocket.ActionDecoder;com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage;com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket;com.ibm.websphere.samples.daytrader.web.websocket.RecentStockChangeList,0.23076923076923078
com.ibm.websphere.samples.daytrader.util.TimerStat,com.ibm.websphere.samples.daytrader.util.TimerStat,4,0,4,14,,com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean;com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect;com.ibm.websphere.samples.daytrader.direct.TradeDirect;com.ibm.websphere.samples.daytrader.util.CompleteOrderThread;com.ibm.websphere.samples.daytrader.util.Log;com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator;com.ibm.websphere.samples.daytrader.web.websocket.ActionDecoder;com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage;com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket;com.ibm.websphere.samples.daytrader.web.websocket.RecentStockChangeList,0.23076923076923078
com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,0,0,13,14,com.ibm.websphere.samples.daytrader.TradeAction;com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter;com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer;com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.CompleteOrderThread;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.47058823529411764
com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,0,0,13,14,com.ibm.websphere.samples.daytrader.TradeAction;com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter;com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer;com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.CompleteOrderThread;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.47058823529411764
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.direct.TradeDirect,0,0,13,14,com.ibm.websphere.samples.daytrader.TradeAction;com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter;com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer;com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.CompleteOrderThread;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.47058823529411764
com.ibm.websphere.samples.daytrader.util.Log,com.ibm.websphere.samples.daytrader.util.Log,0,0,13,14,com.ibm.websphere.samples.daytrader.TradeAction;com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter;com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer;com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.CompleteOrderThread;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.47058823529411764
com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator,com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator,0,0,13,14,com.ibm.websphere.samples.daytrader.TradeAction;com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter;com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer;com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.CompleteOrderThread;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.47058823529411764
com.ibm.websphere.samples.daytrader.web.websocket.ActionDecoder,com.ibm.websphere.samples.daytrader.web.websocket.ActionDecoder,0,0,13,14,com.ibm.websphere.samples.daytrader.TradeAction;com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter;com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer;com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.CompleteOrderThread;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.47058823529411764
com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage,com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage,0,0,13,14,com.ibm.websphere.samples.daytrader.TradeAction;com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter;com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer;com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.CompleteOrderThread;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.47058823529411764
com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket,com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket,0,0,13,14,com.ibm.websphere.samples.daytrader.TradeAction;com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter;com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer;com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.CompleteOrderThread;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.47058823529411764
com.ibm.websphere.samples.daytrader.web.websocket.RecentStockChangeList,com.ibm.websphere.samples.daytrader.web.websocket.RecentStockChangeList,0,0,13,14,com.ibm.websphere.samples.daytrader.TradeAction;com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter;com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer;com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.CompleteOrderThread;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.47058823529411764
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,1,1,12,9,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean;com.ibm.websphere.samples.daytrader.util.FinancialUtils;com.ibm.websphere.samples.daytrader.web.jsf.HoldingData;com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,0.5833333333333334
com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,1,1,12,9,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean;com.ibm.websphere.samples.daytrader.util.FinancialUtils;com.ibm.websphere.samples.daytrader.web.jsf.HoldingData;com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,0.5833333333333334
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator,1,1,12,9,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean;com.ibm.websphere.samples.daytrader.util.FinancialUtils;com.ibm.websphere.samples.daytrader.web.jsf.HoldingData;com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,0.5833333333333334
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote,1,1,12,9,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean;com.ibm.websphere.samples.daytrader.util.FinancialUtils;com.ibm.websphere.samples.daytrader.web.jsf.HoldingData;com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,0.5833333333333334
com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,1,1,12,9,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean;com.ibm.websphere.samples.daytrader.util.FinancialUtils;com.ibm.websphere.samples.daytrader.web.jsf.HoldingData;com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,0.5833333333333334
com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,1,1,12,9,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean;com.ibm.websphere.samples.daytrader.util.FinancialUtils;com.ibm.websphere.samples.daytrader.web.jsf.HoldingData;com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,0.5833333333333334
com.ibm.websphere.samples.daytrader.web.jsf.QuoteData,com.ibm.websphere.samples.daytrader.web.jsf.QuoteData,1,1,12,9,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean;com.ibm.websphere.samples.daytrader.util.FinancialUtils;com.ibm.websphere.samples.daytrader.web.jsf.HoldingData;com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,0.5833333333333334
com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,1,1,12,9,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean;com.ibm.websphere.samples.daytrader.util.FinancialUtils;com.ibm.websphere.samples.daytrader.web.jsf.HoldingData;com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,0.5833333333333334
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,2,2,8,7,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.util.FinancialUtils,0.625
com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,2,2,8,7,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.util.FinancialUtils,0.625
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,2,2,8,7,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.util.FinancialUtils,0.625
com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,2,2,8,7,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.util.FinancialUtils,0.625
com.ibm.websphere.samples.daytrader.web.jsf.OrderData,com.ibm.websphere.samples.daytrader.web.jsf.OrderData,2,2,8,7,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.util.FinancialUtils,0.625
com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF,com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF,2,2,8,7,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.util.FinancialUtils,0.625
com.ibm.websphere.samples.daytrader.util.TradeConfig,com.ibm.websphere.samples.daytrader.util.TradeConfig,3,4,7,5,com.ibm.websphere.samples.daytrader.TradeServices;com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,,0.6666666666666666
com.ibm.websphere.samples.daytrader.web.TradeAppServlet,com.ibm.websphere.samples.daytrader.web.TradeAppServlet,3,4,7,5,com.ibm.websphere.samples.daytrader.TradeServices;com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,,0.6666666666666666
com.ibm.websphere.samples.daytrader.web.TradeServletAction,com.ibm.websphere.samples.daytrader.web.TradeServletAction,3,4,7,5,com.ibm.websphere.samples.daytrader.TradeServices;com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,,0.6666666666666666
com.ibm.websphere.samples.daytrader.web.TradeWebContextListener,com.ibm.websphere.samples.daytrader.web.TradeWebContextListener,3,4,7,5,com.ibm.websphere.samples.daytrader.TradeServices;com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,,0.6666666666666666
com.ibm.websphere.samples.daytrader.web.jsf.TradeConfigJSF,com.ibm.websphere.samples.daytrader.web.jsf.TradeConfigJSF,3,4,7,5,com.ibm.websphere.samples.daytrader.TradeServices;com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,,0.6666666666666666
