subject,class_id,class_name,kind,superclass_present,semantic_text,method_count,annotation_count,interface_count,truncated_method_count,input_hash,experiment_name,representation_id,stage3a_source_path,stage3a_source_file_sha256,stage3a_declaration_hash,declaration_exact_match,declaration_token_count,raw_body_candidate_count,filtered_body_token_count_before_budget,appended_body_token_count,body_model_token_count,total_token_count,body_tokens_truncated,declaration_truncated,body_empty,extracted_concrete_method_count,normalized_method_count,synthetic_method_count,generated_code_status,accepted_invoked_method_tokens,accepted_field_tokens,accepted_local_tokens,accepted_exception_tokens,accepted_operation_tokens,accepted_string_tokens,accepted_literals,rejected_token_count,body_hash
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,AccountDataJSF,class,false,"[DECLARATION]
@Named
@RequestScoped
public class AccountDataJSF {
    void doAccountData(AccountDataBean, Collection);
    Integer getAccountID();
    OrderData[] getAllOrders();
    BigDecimal getBalance();
    OrderData[] getClosedOrders();
    Date getCreationDate();
    Date getCurrentTime();
    BigDecimal getGain();
    String getGainHTML();
    BigDecimal getGainPercent();
    String getGainPercentHTML();
    BigDecimal getHoldingsTotal();
    Date getLastLogin();
    int getLoginCount();
    int getLogoutCount();
    Integer getNumberHoldings();
    Integer getNumberOfOrderRows();
    Integer getNumberOfOrders();
    BigDecimal getOpenBalance();
    String getProfileID();
    Date getSessionCreationDate();
    BigDecimal getSumOfCashHoldings();
    void home();
    void setAccountID(Integer);
    void setAllOrders(OrderData[]);
    void setBalance(BigDecimal);
    void setClosedOrders(OrderData[]);
    void setCreationDate(Date);
    void setCurrentTime(Date);
    void setGain(BigDecimal);
    void setGainPercent(BigDecimal);
    void setHoldingsTotal(BigDecimal);
    void setLastLogin(Date);
    void setLoginCount(int);
    void setLogoutCount(int);
    void setNumberHoldings(Integer);
    void setNumberOfOrderRows(Integer);
    void setNumberOfOrders(Integer);
    void setOpenBalance(BigDecimal);
    void setProfileID(String);
    void setSessionCreationDate(Date);
    void setSumOfCashHoldings(BigDecimal);
    void toggleShowAllRows();
}
[METHOD_BODY]
value invoke number orders order rows account data gain percent invoke balance holdings total sum cash open account id all orders balance closed creation date current time gain html print percent html print holdings total last login login count logout count number order rows open profile id session creation date sum cash home branch jump create faces external context trade action uid bean closed data beans session all current time scale last logout profile toggle show
",43,2,0,0,70ec8a0b5d0d797cc556a16b7b60c5c4073ebee804468636ec6af3e7b857d165,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,cfff56b2a6a4d45897abb39d483bd8221647b52684a93e655e5c2ed620df3c66,true,307,316,76,76,76,392,0,false,false,44,44,0,not_detected,105,112,0,0,110,10,4,887,5ee509cc57e915a2b87fb9d6a4f3381d18271f06200c51b80e6007f3105102bb
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.ExternalContextProducer,ExternalContextProducer,class,false,"[DECLARATION]
public class ExternalContextProducer {
    ExternalContext produceFacesExternalContext();
}
[METHOD_BODY]
invoke produce faces external context invoke
",1,0,0,0,4992eea1f66e18d37b49ce72655adfc2d688a1e03f9969db389a6525b5e600af,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,cf767647279cb1e18a1974b7e25b0ef85cdbe8365b813a1d15750008a1d91a08,true,15,7,6,6,6,30,0,false,false,2,2,0,not_detected,6,0,0,0,3,0,0,14,caeddfea16e1f146a15b304dd49cac5261c4cee9890e6aec82d96b4980674188
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.HoldingData,HoldingData,class,false,"[DECLARATION]
@Named
@SessionScoped
public class HoldingData implements Serializable {
    BigDecimal getBasis();
    BigDecimal getGain();
    String getGainHTML();
    Integer getHoldingID();
    BigDecimal getMarketValue();
    BigDecimal getPrice();
    Date getPurchaseDate();
    BigDecimal getPurchasePrice();
    double getQuantity();
    String getQuoteID();
    void setBasis(BigDecimal);
    void setGain(BigDecimal);
    void setHoldingID(Integer);
    void setMarketValue(BigDecimal);
    void setPrice(BigDecimal);
    void setPurchaseDate(Date);
    void setPurchasePrice(BigDecimal);
    void setQuantity(double);
    void setQuoteID(String);
}
[METHOD_BODY]
invoke basis gain gain html print invoke holding id market value price purchase date purchase price quantity quote id basis holding market value date quantity quote
",19,2,1,0,131f1cf1232c928c000bc8040c9a36e9d7d9f3298ee74a78e5e7628be3bec3e5,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,0466b8b5e7e9bbbaec557b72974530d8e3a29c86c3ec24b22f32d026cbd120d4,true,133,61,26,26,26,168,0,false,false,20,20,0,not_detected,33,29,0,0,2,0,0,168,e521a82991a5ed8d8c08a722bf89c7ef7574d0937d74266e513f8e44c9413fd4
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.JSFLoginFilter,JSFLoginFilter,class,false,"[DECLARATION]
@WebFilter
public class JSFLoginFilter implements Filter {
    void destroy();
    void doFilter(ServletRequest, ServletResponse, FilterChain);
    void init(FilterConfig);
}
[METHOD_BODY]
invoke filter config destroy filter config branch jump invoke out uid bean home account portfolio quote order market summary jsf service user not logged welcome faces
",3,1,1,0,797c79a46ea420a34c0d34106f01b02ead86d84f92868898af1a16ee2a715f57,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,215ce11132c1dc52980218c193843844db4457e16138bb64e44a2650e009350b,true,37,51,26,26,27,73,0,false,false,4,4,0,not_detected,3,14,0,0,31,16,9,123,036d8784973341aea0cc02093a54729ccc245992c0f83bcf05ee1fdafd96ddcb
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator,LoginValidator,class,false,"[DECLARATION]
@FacesValidator
public class LoginValidator implements Validator {
    void validate(FacesContext, UIComponent, Object);
}
[METHOD_BODY]
compile invoke login regex pattern invoke validate branch jump create pattern matcher severity error validator exception validating submitted login name username validation failed please provide
",1,1,1,0,2dc1ea616cebb86e31d4ea5c62a979cbe1a70158779b29c18d998bfe57046225,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,c32c34c8b21acf508805d02f76b762068742452c7c38a20fcdfb1002531a68ca,true,24,39,25,25,25,58,0,false,false,3,3,0,not_detected,2,11,0,4,22,13,3,85,e92eda0a161bd0890a6e98361ec4817e21981156f77f8bc1fbe6f73cc71fbe25
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,MarketSummaryJSF,class,false,"[DECLARATION]
@Named
@RequestScoped
public class MarketSummaryJSF {
    BigDecimal getGainPercent();
    String getGainPercentHTML();
    void getMarketSummary();
    BigDecimal getOpenTSIA();
    Date getSummaryDate();
    BigDecimal getTSIA();
    QuoteData[] getTopGainers();
    QuoteData[] getTopLosers();
    double getVolume();
    void setGainPercent(BigDecimal);
    void setOpenTSIA(BigDecimal);
    void setSummaryDate(Date);
    void setTSIA(BigDecimal);
    void setTopGainers(QuoteData[]);
    void setTopLosers(QuoteData[]);
    void setVolume(double);
}
[METHOD_BODY]
invoke gain percent gain percent html print invoke market summary create branch jump trade action open tsia summary date tsia top gainers top losers volume scale half up open date gainers losers volume
",16,2,0,0,cc92a6267aedc16fa25f64cc3ce40a1478e5300dd82857588de6f3b23ffb6ab8,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,b993776901ea25956839514f9bc4167f25110ae7ce97e482fed6583815adc7a9,true,130,135,33,33,37,176,0,false,false,17,17,0,not_detected,35,32,0,0,50,0,0,330,6e47ed6f8b2f2e6ffdd13605a685f6206a1480f669593ac2ffadd2398a28215d
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.OrderData,OrderData,class,false,"[DECLARATION]
public class OrderData {
    Date getCompletionDate();
    Date getOpenDate();
    BigDecimal getOrderFee();
    Integer getOrderID();
    String getOrderStatus();
    String getOrderType();
    BigDecimal getPrice();
    double getQuantity();
    String getSymbol();
    BigDecimal getTotal();
    void setCompletionDate(Date);
    void setOpenDate(Date);
    void setOrderFee(BigDecimal);
    void setOrderID(Integer);
    void setOrderStatus(String);
    void setOrderType(String);
    void setPrice(BigDecimal);
    void setQuantity(double);
    void setSymbol(String);
    void setTotal(BigDecimal);
}
[METHOD_BODY]
invoke order id completion date open fee type status quantity symbol multiply invoke create order id completion date open fee type status quantity symbol price total price total
",20,0,0,0,df4b88ff9aa4e9027502864b45d7850909033472896c96c106717e560275053e,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,f5d70a04f3e76bbc0a742b4be8eaffc786d4f03bb5cfc3bacc2ca4d129020d84,true,121,86,28,28,28,158,0,false,false,22,22,0,not_detected,33,62,0,0,5,0,0,290,88ef0644d62e268276ea6d022e0499b474b359a553baa8fa02badd5f229abfd7
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF,OrderDataJSF,class,false,"[DECLARATION]
@Named
public class OrderDataJSF {
    void getAllOrder();
    OrderData[] getAllOrders();
    void getOrder();
    OrderData getOrderData();
    void setAllOrders(OrderData[]);
    void setOrderData(OrderData);
}
[METHOD_BODY]
invoke all order invoke branch jump create faces external context trade action uid bean all orders order data branch jump faces external context data orders
",6,1,0,0,d52cb75cc502a886da2adf280a5804b5ac2fc7a7804f7721ba31bcb0c07c1406,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,6f6185d3d371430468e930cbf320195ff438ce3f8c518b352be7e58534216c13,true,49,98,25,25,25,83,0,false,false,7,7,0,not_detected,14,18,0,0,45,4,2,254,7de12cba91a3040cd2f9af4111277def817df40fa46f2cf7211ba4ee65af68c9
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,PortfolioJSF,class,false,"[DECLARATION]
@Named
@RequestScoped
public class PortfolioJSF {
    BigDecimal getBalance();
    HtmlDataTable getDataTable();
    ArrayList getHoldingDatas();
    BigDecimal getHoldingsTotal();
    Integer getNumberHoldings();
    BigDecimal getOpenBalance();
    void getPortfolio();
    BigDecimal getSumOfCashHoldings();
    BigDecimal getTotalBasis();
    BigDecimal getTotalGain();
    BigDecimal getTotalGainPercent();
    String getTotalGainPercentHTML();
    BigDecimal getTotalValue();
    String sell();
    void setBalance(BigDecimal);
    void setDataTable(HtmlDataTable);
    void setHoldingDatas(ArrayList);
    void setHoldingsTotal(BigDecimal);
    void setNumberHoldings(Integer);
    void setOpenBalance(BigDecimal);
    void setSumOfCashHoldings(BigDecimal);
    void setTotalBasis(BigDecimal);
    void setTotalGain(BigDecimal);
    void setTotalGainPercent(BigDecimal);
    void setTotalValue(BigDecimal);
}
[METHOD_BODY]
invoke create total gain value basis percent balance data table holding datas holdings total number holdings open balance portfolio print trace invoke branch create jump faces external context trade action number holding datas value basis gain uid bean sum cash percent html print sell attribute jump faces external context data table order processing mode uid bean open sum cash
",25,2,0,0,0096b3b2d9377d0977aa9a447a1e853a1c2dab57358a0dbf346cb35c7f1b0f60,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,6d99cfe661cf7fb2d5f26e23b40798585d64319d63a530b9067da8b7ce6ea506,true,182,203,59,59,59,250,0,false,false,26,26,0,not_detected,59,99,0,0,85,7,4,593,cc8d7b191fee199b4a6719451ddb0d4c4bb0071fa25ea03df8126fb4018bba91
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.QuoteData,QuoteData,class,false,"[DECLARATION]
public class QuoteData {
    double getChange();
    String getChangeHTML();
    String getCompanyName();
    BigDecimal getGain();
    String getGainHTML();
    BigDecimal getGainPercent();
    String getGainPercentHTML();
    BigDecimal getHigh();
    BigDecimal getLow();
    BigDecimal getOpen();
    BigDecimal getPrice();
    String getRange();
    String getSymbol();
    double getVolume();
    void setChange(double);
    void setCompanyName(String);
    void setGain(BigDecimal);
    void setGainPercent(BigDecimal);
    void setHigh(BigDecimal);
    void setLow(BigDecimal);
    void setOpen(BigDecimal);
    void setPrice(BigDecimal);
    void setRange(String);
    void setSymbol(String);
    void setVolume(double);
}
[METHOD_BODY]
value invoke open price symbol change scale invoke create open price symbol high low company name volume change range gain percent html string branch jump create arrowdown gif arrowup cmpg company name gain html print percent print high low range volume scale
",25,0,0,0,784f7afddc85c9693a5ffe5153db201a0ffca0be85c926d542ae55cad3251af6,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,0f6f6049b9c714e355cf03efbec5f9e2883315049a6506c8fc8bc7ffc40be36d,true,146,147,42,42,45,200,0,false,false,27,27,0,not_detected,44,48,1,0,36,4,2,411,11b2ba965df40eb0dd634231e2452690c8078517b94c99be52b6850fd9a8c399
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,QuoteJSF,class,false,"[DECLARATION]
@Named
@RequestScoped
public class QuoteJSF {
    String buy();
    void getAllQuotes();
    HtmlDataTable getDataTable();
    Integer getQuantity();
    QuoteData[] getQuotes();
    String getQuotesBySymbols();
    String getSymbols();
    void setDataTable(HtmlDataTable);
    void setQuantity(Integer);
    void setQuotes(QuoteData[]);
    void setSymbols(String);
}
[METHOD_BODY]
value invoke symbols quantity buy print trace invoke create jump faces external context data table trade action quantity order processing mode uid bean all quotes symbols data table quotes branch jump create faces external context trade action
",11,2,0,0,2bb3b401ad058a8c05d31549135fe0a049a1846a80c017d15df29cce89762278,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,b0c3916f092940e14d25e45ab633463056cf3477245e18d2784f37cfc38c145b,true,80,141,37,37,37,126,0,false,false,12,12,0,not_detected,21,33,0,0,78,12,10,383,688845d4f058395b83119d2912e559c31c83edc4f8b82c6e31fa00d09aaa6588
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer,TradeActionProducer,class,false,"[DECLARATION]
public class TradeActionProducer {
    TradeAction produceTradeAction();
}
[METHOD_BODY]
invoke produce trade action create invoke
",1,0,0,0,ed406d161b3901cd21034ca7577df9b8e20a4851eca89a537b68c12b23d4e235,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,4277db18ed7ead0dbd11694747de529e6445a9913d4128db077bbcfc4995751a,true,14,6,6,6,6,29,0,false,false,2,2,0,not_detected,3,0,0,0,3,0,0,10,930044c29415831109b507d2ed04e39c5f38ddde4b0e3dbe4a619303b2d331bf
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,TradeAppJSF,class,false,"[DECLARATION]
@Named
@SessionScoped
public class TradeAppJSF implements Serializable {
    String getAddress();
    String getCcn();
    String getCpassword();
    String getEmail();
    String getFullname();
    String getMoney();
    String getPassword();
    String getResults();
    String getUserID();
    String login();
    String logout();
    String register();
    void setAddress(String);
    void setCcn(String);
    void setCpassword(String);
    void setEmail(String);
    void setFullname(String);
    void setMoney(String);
    void setPassword(String);
    void setResults(String);
    void setUserID(String);
    String updateProfile();
}
[METHOD_BODY]
invoke user id password xxx address ccn cpassword email fullname money password results user id login results invoke branch jump create trade action faces external context pointer exception uid bean session creation date ready error finding account servlet entered bad username database not populated does exist could find welcome logout error create jump branch faces external context illegal trade servlet action information should exception string treating forwarding page logging out app jsf fowarding welcome request register print trace cpassword fullname address email ccn money registration operation your passwords did not match failed account has been created succeeded update profile print trace passwords match successful go invalid check database populated illegal information should string treating forwarding page
",22,2,1,0,3fb06c7c383891bdf7aa5294672127e55b994980c62a3e03f4f8f45e89de88b2,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,2543e97405d6998464b4194d8e699a912bba4c764f3df5147a5d5682ada39c19,true,129,253,116,116,123,261,0,false,false,23,23,0,not_detected,31,89,1,6,124,154,44,748,19c70b99d3764d6b068fbb75ca5fa4560e8678decb9d8a6d2fea34a8587a1ab6
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.TradeConfigJSF,TradeConfigJSF,class,false,"[DECLARATION]
@Named
@RequestScoped
public class TradeConfigJSF {
    String buildDatabaseTables();
    int getMarketSummaryInterval();
    int getMaxQuotes();
    int getMaxUsers();
    String getOrderProcessingMode();
    String[] getOrderProcessingModeList();
    int getPercentSentToWebsocket();
    int getPrimIterations();
    String getResult();
    String getRuntimeMode();
    String[] getRuntimeModeList();
    String getWebInterface();
    String[] getWebInterfaceList();
    boolean isActionTrace();
    boolean isDisplayOrderAlerts();
    boolean isLongRun();
    boolean isPublishQuotePriceChange();
    boolean isTrace();
    boolean isUseRemoteEJBInterface();
    String populateDatabase();
    String resetTrade();
    void setActionTrace(boolean);
    void setDisplayOrderAlerts(boolean);
    void setLongRun(boolean);
    void setMarketSummaryInterval(int);
    void setMaxUsers(int);
    void setOrderProcessingMode(String);
    void setOrderProcessingModeList(String[]);
    void setPercentSentToWebsocket(int);
    void setPrimIterations(int);
    void setPublishQuotePriceChange(boolean);
    void setResult(String);
    void setRuntimeMode(String);
    void setRuntimeModeList(String[]);
    void setTrace(boolean);
    void setUseRemoteEJBInterface(boolean);
    void setWebInterface(String);
    void setWebInterfaceList(String[]);
    void setmaxQuotes(int);
    void updateConfig();
}
[METHOD_BODY]
trace invoke runtime mode order processing names max users quotes market summary interval web prim iterations percent sent websocket publish quote price change run display alerts use remote ejb action list result build database tables create invoke jump branch result out faces external context trade unable check db product name apache derby oracle ddl file path locate specified market summary interval max quotes users order processing mode list percent sent websocket prim iterations runtime web action trace display alerts run publish quote price change use remote ejb populate database string create jump out trade build day trader built reset error faces external context config completed successfully stats see log details setmax update config branch measure names trying set runtimemode jsf minor exception caught reverting current value configuration primitive streamer mdb trades day trader updated
",40,2,0,0,f983718dfcb289792d2c8ea863a7ab8de2ecd3cbbf959acccc07197a9ad1babb,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,8ff43f56d896f403f186b666ae271e4414c1a4b52de2fb376f9ab5a24b364ad7,true,295,683,134,134,142,446,0,false,false,41,41,0,not_detected,98,232,3,0,303,125,44,1829,6e35d3efa044676c50f09391eef4b932d8d6851cb4bb8960d1f9a82101edb01f
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.ActionDecoder,ActionDecoder,class,false,"[DECLARATION]
public class ActionDecoder implements Decoder$Text {
    ActionMessage decode(String);
    void destroy();
    void init(EndpointConfig);
    boolean willDecode(String);
}
[METHOD_BODY]
invoke decode decoding invoke branch jump create action received destroy will decode
",4,0,1,0,18cd5247e8e1dce98901450b2c17f75e3fc6345c96f005b580920325ab86ef83,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,4f1ade6b8ee5d528e11a33caab76f938b8f815c0d6abae7de7fee37ec0251965,true,33,25,12,12,12,54,0,false,false,6,5,1,compiler_synthetic_evidence,5,0,0,0,15,2,1,54,5cd42b7a7c47f0c7a72a2669011dfa52a55cb7d57c4123afaf680a7d2c142c57
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage,ActionMessage,class,false,"[DECLARATION]
public class ActionMessage {
    void doDecoding(String);
    String getDecodedAction();
}
[METHOD_BODY]
invoke decoded action decoding trace create invoke branch jump map javax json stream parser event decoded action failed
",2,0,0,0,63907eb3e128a5a6338c51117b2a66ae6e7ab904d50c6827dde1681a199dd5e5,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,3948a340df804c01c2a4d36caa6994f81fbbb944ad6559b40402a81f8aed7b64,true,20,124,18,18,18,47,0,false,false,3,3,0,not_detected,4,17,1,0,48,15,6,231,fef17b68dc0e366e824978dfbb0fabf99fec393581f403454154863ba1f12b3b
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage$1,ActionMessage$1,class,false,"[DECLARATION]
class ActionMessage$1 {
}
[METHOD_BODY]
ordinal invoke measure create jump map javax json stream parser event key name value string
",0,0,0,0,3046ec9f67aca466e214c1767ca7bc48960ce8ae9f67d0a08bed994c7089bf5b,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,57d3596e7f4560971733d7ac639f5f8ee8492847b62455152d3430a62e2994f9,true,7,16,15,15,15,31,0,false,false,1,1,0,not_detected,1,32,0,0,7,0,0,51,ebb54ba35ddb0395f8e3aeeb6519ff667229a120a1663bf0976433e9109501fd
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.JsonDecoder,JsonDecoder,class,false,"[DECLARATION]
public class JsonDecoder implements Decoder$Text {
    JsonMessage decode(String);
    void destroy();
    void init(EndpointConfig);
    boolean willDecode(String);
}
[METHOD_BODY]
invoke decode value create invoke key destroy will decode read object create
",4,0,1,0,9388bc496d5007f16de4ccc69e1fbdda77cc25e651f350192667ddd7fd6cc1be,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,a14ca8dd66bf5ba6c61a10183b4bbe6b10c2380299efc4546a241e5b1b211835,true,33,27,12,12,12,54,0,false,false,6,5,1,compiler_synthetic_evidence,7,0,0,0,15,2,2,62,0a2f90df346ce2a1356c4cc24c13ef21ff699e9f1458d937ac99e607e4efbfdd
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.JsonEncoder,JsonEncoder,class,false,"[DECLARATION]
public class JsonEncoder implements Encoder$Text {
    void destroy();
    String encode(JsonMessage);
    void init(EndpointConfig);
}
[METHOD_BODY]
invoke destroy encode string invoke key value
",3,0,1,0,480ba5e8fdbe7ed488b0055e0514637f1febea51755da7a8d9026abef0f0872f,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,8a52a7f6c1e9e8da7cae8cd162c74e475575194bbcf2ba88398274f666631d5b,true,27,16,7,7,7,43,0,false,false,5,4,1,compiler_synthetic_evidence,3,0,0,0,8,2,2,40,11d723818df1096dbcd2fa1d5381e3b90d8fc636544b8f9d691d38f5548b12f1
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.JsonMessage,JsonMessage,class,false,"[DECLARATION]
public class JsonMessage {
    String getKey();
    String getValue();
    void setKey(String);
    void setValue(String);
}
[METHOD_BODY]
invoke key value key value
",4,0,0,0,7e83cd6c22872661d1d1686faf5bd3b85b0e04c90d4b31edf5bacd2f5a1969a8,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,f10472ed6aed19b4467a0a35a2aa3bdd56cd871b00c8e724bfce2026fc86d7a5,true,25,14,5,5,5,39,0,false,false,5,5,0,not_detected,4,4,0,0,1,0,0,34,017c6d20e6d1fc635b1c34ee802ee47e403632110cbadeef1a4f7c2f1328facd
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket,MarketSummaryWebSocket,class,false,"[DECLARATION]
@ServerEndpoint
public class MarketSummaryWebSocket {
    JsonObject mergeJsonObjects(JsonObject, JsonObject);
    void onClose(Session, CloseReason);
    void onError(Throwable, Session);
    void onJMSMessage(Message);
    void onOpen(Session, EndpointConfig);
    void sendMarketSummary(ActionMessage, Session);
    void sendRecentQuotePriceChangeList();
    void startScheduler();
}
[METHOD_BODY]
parse create invoke sessions scheduler period send recent quote price change list dt ws invoke create latch merge json objects build branch jump close cancel branch jump sessions scheduler market summary web session entermonitor exitmonitor error print trace market summary web session jms message add stock change send recent quote price list open count down latch start entermonitor exitmonitor print trace received update sending has next start schedule fixed rate managed scheduled executor service period seconds
",8,1,0,0,9bc28b524160b64c6b70149c473a2b4343e3f0cd763b060a97b1054f2a63c207,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,42fefb8b53ecc2359f5423ab59cffee8913b55d5b0d00df1c0ce653deb24cc18,true,77,263,76,76,81,167,0,false,false,11,10,1,compiler_synthetic_evidence,36,42,20,0,176,60,12,630,51f41863e4945ab28e4937eed0d06f63354f2954354406296f3489511cf2dc95
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.RecentStockChangeList,RecentStockChangeList,class,false,"[DECLARATION]
public class RecentStockChangeList {
    void addStockChange(Message);
    boolean isEmpty();
    JsonObject stockChangesInJSON();
}
[METHOD_BODY]
list create invoke stock changes invoke add stock change remove branch changes empty json build create branch jump half up change symbol price old
",3,0,0,0,5071e4f2e055b6e15304f3648f7cce6c3e0031eacf2a937940d46554782d8d2f,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,a6d05df62b71da261fa4f3333e72b68393e336d74865b338eee45d0dfc077202,true,26,96,24,24,24,59,0,false,false,5,5,0,not_detected,11,14,1,0,58,11,10,216,4ac7efd154fbaca36f266a449b29806a552eb6e740ba87e31ac4ff3630d740be
