subject,stage,seed,profile,budget,status,available_candidate_count,solution_id,label_vector,is_injected_seed,injected_seed_name,injected_seed_category,projected_membership,weighted_modularity,internal_edge_weight_ratio,internal_external_edge_ratio,cluster_count,average_cluster_size,max_cluster_size,min_cluster_size,max_cluster_ratio,singleton_ratio,cluster_size_cv,coupling,cohesion,imbalance,f_semantic,q_loss,gain_imbalance,gain_semantic,equals_leiden,equals_conservative,realised_modularity_loss,permitted_modularity_loss,above_leiden_modularity,exact_leiden_modularity,baseline_weighted_modularity,baseline_imbalance,baseline_semantic,_knee_distance
jpetstore,stage2,1,budgeted_balance_0.050,,selected,0,seed1_solution007,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.42773662551440327917,0.72592592592592586342,2.6486486486486486847,4,6,6,6,0.25,0,0,0.27407407407407402555,4.9000000000000003553,0,,0.032422890477930697839,1,,False,False,0.032422890477930697839,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,1,budgeted_balance_0.100,,selected,0,seed1_solution007,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.42773662551440327917,0.72592592592592586342,2.6486486486486486847,4,6,6,6,0.25,0,0,0.27407407407407402555,4.9000000000000003553,0,,0.032422890477930697839,1,,False,False,0.032422890477930697839,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,1,knee_native,,selected,0,seed1_solution026,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 4, 2, 3, 3, 3, 2, 3, 4, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.41513488797439407341,0.66172839506172842494,1.9562043795620440712,5,4.7999999999999998224,6,2,0.25,0,0.33333333333333331483,0.33827160493827157506,8.7733333333333334281,0.33333333333333331483,,0.060929106819012500418,-0.63299316185545251301,,False,False,0.060929106819012500418,,False,False,0.44206980643194632163,0.20412414523193139759,,0.83165997134951430425
jpetstore,stage2,1,extreme_balance,,selected,0,seed1_solution007,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.42773662551440327917,0.72592592592592586342,2.6486486486486486847,4,6,6,6,0.25,0,0,0.27407407407407402555,4.9000000000000003553,0,,0.032422890477930697839,1,,False,False,0.032422890477930697839,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,2,conservative,,selected,0,seed2_solution001,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden,raw_leiden,True,0.44206980643194632163,0.74814814814814811772,2.9705882352941177516,4,6,7,4,0.29166666666666657415,0,0.20412414523193139759,0.25185185185185182677,5.4773809523809520172,0.20412414523193139759,,0,0,,True,True,0,,False,True,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,2,budgeted_balance_0.010,,selected,0,seed2_solution001,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden,raw_leiden,True,0.44206980643194632163,0.74814814814814811772,2.9705882352941177516,4,6,7,4,0.29166666666666657415,0,0.20412414523193139759,0.25185185185185182677,5.4773809523809520172,0.20412414523193139759,,0,0,,True,True,0,,False,True,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,2,budgeted_balance_0.025,,selected,0,seed2_solution003,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43669257735101352225,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.9083333333333332149,0.11785113019775790566,,0.012163755594017399558,0.42264973081037410241,,False,False,0.012163755594017399558,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,2,budgeted_balance_0.050,,selected,0,seed2_solution008,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.42773662551440327917,0.72592592592592586342,2.6486486486486486847,4,6,6,6,0.25,0,0,0.27407407407407402555,4.9000000000000003553,0,,0.032422890477930697839,1,,False,False,0.032422890477930697839,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,2,budgeted_balance_0.100,,selected,0,seed2_solution008,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.42773662551440327917,0.72592592592592586342,2.6486486486486486847,4,6,6,6,0.25,0,0,0.27407407407407402555,4.9000000000000003553,0,,0.032422890477930697839,1,,False,False,0.032422890477930697839,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,2,knee_native,,selected,0,seed2_solution021,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 4, 2, 3, 3, 3, 2, 3, 4, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43013869836915097356,0.68395061728395045719,2.1640625,5,4.7999999999999998224,6,2,0.25,0,0.30618621784789717966,0.31604938271604932076,8.2600000000000015632,0.30618621784789717966,,0.026989194668358400947,-0.50000000000000033307,,False,False,0.026989194668358400947,,False,False,0.44206980643194632163,0.20412414523193139759,,0.77967559471544689575
jpetstore,stage2,2,extreme_balance,,selected,0,seed2_solution008,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.42773662551440327917,0.72592592592592586342,2.6486486486486486847,4,6,6,6,0.25,0,0,0.27407407407407402555,4.9000000000000003553,0,,0.032422890477930697839,1,,False,False,0.032422890477930697839,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,3,conservative,,selected,0,seed3_solution000,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden,raw_leiden,True,0.44206980643194632163,0.74814814814814811772,2.9705882352941177516,4,6,7,4,0.29166666666666657415,0,0.20412414523193139759,0.25185185185185182677,5.4773809523809520172,0.20412414523193139759,,0,0,,True,True,0,,False,True,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,3,budgeted_balance_0.010,,selected,0,seed3_solution002,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.44063709800335310041,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.8166666666666664298,0.11785113019775790566,,0.0032409099371815000903,0.42264973081037410241,,False,False,0.0032409099371815000903,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,3,budgeted_balance_0.025,,selected,0,seed3_solution007,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.43411979881115680957,0.72592592592592586342,2.6486486486486486847,4,6,6,6,0.25,0,0,0.27407407407407402555,4.8999999999999994671,0,,0.017983602374828499409,1,,False,False,0.017983602374828499409,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,3,budgeted_balance_0.050,,selected,0,seed3_solution007,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.43411979881115680957,0.72592592592592586342,2.6486486486486486847,4,6,6,6,0.25,0,0,0.27407407407407402555,4.8999999999999994671,0,,0.017983602374828499409,1,,False,False,0.017983602374828499409,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,3,budgeted_balance_0.100,,selected,0,seed3_solution007,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.43411979881115680957,0.72592592592592586342,2.6486486486486486847,4,6,6,6,0.25,0,0,0.27407407407407402555,4.8999999999999994671,0,,0.017983602374828499409,1,,False,False,0.017983602374828499409,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,3,knee_native,,selected,0,seed3_solution025,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 4, 2, 2, 3, 3, 2, 3, 4, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.42151806127114771483,0.66172839506172842494,1.9562043795620440712,5,4.7999999999999998224,6,2,0.25,0,0.33333333333333331483,0.33827160493827157506,8.7733333333333334281,0.33333333333333331483,,0.046489818715910097291,-0.63299316185545251301,,False,False,0.046489818715910097291,,False,False,0.44206980643194632163,0.20412414523193139759,,0.78693410379657091624
jpetstore,stage2,3,extreme_balance,,selected,0,seed3_solution007,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.43411979881115680957,0.72592592592592586342,2.6486486486486486847,4,6,6,6,0.25,0,0,0.27407407407407402555,4.8999999999999994671,0,,0.017983602374828499409,1,,False,False,0.017983602374828499409,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,4,conservative,,selected,0,seed4_solution000,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden,raw_leiden,True,0.44206980643194632163,0.74814814814814811772,2.9705882352941177516,4,6,7,4,0.29166666666666657415,0,0.20412414523193139759,0.25185185185185182677,5.4773809523809520172,0.20412414523193139759,,0,0,,True,True,0,,False,True,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,4,budgeted_balance_0.010,,selected,0,seed4_solution000,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden,raw_leiden,True,0.44206980643194632163,0.74814814814814811772,2.9705882352941177516,4,6,7,4,0.29166666666666657415,0,0.20412414523193139759,0.25185185185185182677,5.4773809523809520172,0.20412414523193139759,,0,0,,True,True,0,,False,True,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,4,budgeted_balance_0.025,,selected,0,seed4_solution002,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43669257735101352225,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.9083333333333332149,0.11785113019775790566,,0.012163755594017399558,0.42264973081037410241,,False,False,0.012163755594017399558,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,4,budgeted_balance_0.050,,selected,0,seed4_solution007,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.42773662551440327917,0.72592592592592586342,2.6486486486486486847,4,6,6,6,0.25,0,0,0.27407407407407402555,4.9000000000000003553,0,,0.032422890477930697839,1,,False,False,0.032422890477930697839,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,4,budgeted_balance_0.100,,selected,0,seed4_solution007,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.42773662551440327917,0.72592592592592586342,2.6486486486486486847,4,6,6,6,0.25,0,0,0.27407407407407402555,4.9000000000000003553,0,,0.032422890477930697839,1,,False,False,0.032422890477930697839,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,4,knee_native,,selected,0,seed4_solution017,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 4, 2, 2, 3, 3, 2, 3, 4, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43551592745008377294,0.68395061728395045719,2.1640625,5,4.7999999999999998224,7,2,0.29166666666666657415,0,0.35843021946010938938,0.31604938271604932076,8.7152380952380958945,0.35843021946010938938,,0.014825439074340999654,-0.75594229214212327328,,False,False,0.014825439074340999654,,False,False,0.44206980643194632163,0.20412414523193139759,,0.8297638349143303671
jpetstore,stage2,4,extreme_balance,,selected,0,seed4_solution007,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.42773662551440327917,0.72592592592592586342,2.6486486486486486847,4,6,6,6,0.25,0,0,0.27407407407407402555,4.9000000000000003553,0,,0.032422890477930697839,1,,False,False,0.032422890477930697839,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,5,conservative,,selected,0,seed5_solution000,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden,raw_leiden,True,0.44206980643194632163,0.74814814814814811772,2.9705882352941177516,4,6,7,4,0.29166666666666657415,0,0.20412414523193139759,0.25185185185185182677,5.4773809523809520172,0.20412414523193139759,,0,0,,True,True,0,,False,True,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,5,budgeted_balance_0.010,,selected,0,seed5_solution000,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden,raw_leiden,True,0.44206980643194632163,0.74814814814814811772,2.9705882352941177516,4,6,7,4,0.29166666666666657415,0,0.20412414523193139759,0.25185185185185182677,5.4773809523809520172,0.20412414523193139759,,0,0,,True,True,0,,False,True,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,5,budgeted_balance_0.025,,selected,0,seed5_solution002,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43669257735101352225,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.9083333333333332149,0.11785113019775790566,,0.012163755594017399558,0.42264973081037410241,,False,False,0.012163755594017399558,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,5,budgeted_balance_0.050,,selected,0,seed5_solution009,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.42773662551440327917,0.72592592592592586342,2.6486486486486486847,4,6,6,6,0.25,0,0,0.27407407407407402555,4.9000000000000003553,0,,0.032422890477930697839,1,,False,False,0.032422890477930697839,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,5,budgeted_balance_0.100,,selected,0,seed5_solution009,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.42773662551440327917,0.72592592592592586342,2.6486486486486486847,4,6,6,6,0.25,0,0,0.27407407407407402555,4.9000000000000003553,0,,0.032422890477930697839,1,,False,False,0.032422890477930697839,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,5,knee_native,,selected,0,seed5_solution021,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 4, 2, 3, 3, 3, 2, 3, 4, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43013869836915097356,0.68395061728395045719,2.1640625,5,4.7999999999999998224,6,2,0.25,0,0.30618621784789717966,0.31604938271604932076,8.2600000000000015632,0.30618621784789717966,,0.026989194668358400947,-0.50000000000000033307,,False,False,0.026989194668358400947,,False,False,0.44206980643194632163,0.20412414523193139759,,0.84294843971463606636
jpetstore,stage2,5,extreme_balance,,selected,0,seed5_solution009,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.42773662551440327917,0.72592592592592586342,2.6486486486486486847,4,6,6,6,0.25,0,0,0.27407407407407402555,4.9000000000000003553,0,,0.032422890477930697839,1,,False,False,0.032422890477930697839,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,6,conservative,,selected,0,seed6_solution000,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden,raw_leiden,True,0.44206980643194632163,0.74814814814814811772,2.9705882352941177516,4,6,7,4,0.29166666666666657415,0,0.20412414523193139759,0.25185185185185182677,5.4773809523809520172,0.20412414523193139759,,0,0,,True,True,0,,False,True,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,6,budgeted_balance_0.010,,selected,0,seed6_solution002,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.44063709800335310041,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.8166666666666664298,0.11785113019775790566,,0.0032409099371815000903,0.42264973081037410241,,False,False,0.0032409099371815000903,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,6,budgeted_balance_0.025,,selected,0,seed6_solution002,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.44063709800335310041,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.8166666666666664298,0.11785113019775790566,,0.0032409099371815000903,0.42264973081037410241,,False,False,0.0032409099371815000903,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,6,budgeted_balance_0.050,,selected,0,seed6_solution011,"[0, 1, 1, 2, 1, 1, 0, 1, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 2, 0, 1, 2, 0]",False,,,True,0.42449931412894370553,0.71604938271604934297,2.5217391304347827052,4,6,6,6,0.25,0,0,0.28395061728395060152,4.8333333333333339255,0,,0.039745967825349400038,1,,False,False,0.039745967825349400038,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,6,budgeted_balance_0.100,,selected,0,seed6_solution011,"[0, 1, 1, 2, 1, 1, 0, 1, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 2, 0, 1, 2, 0]",False,,,True,0.42449931412894370553,0.71604938271604934297,2.5217391304347827052,4,6,6,6,0.25,0,0,0.28395061728395060152,4.8333333333333339255,0,,0.039745967825349400038,1,,False,False,0.039745967825349400038,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,6,knee_native,,selected,0,seed6_solution050,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 4, 2, 2, 3, 3, 2, 3, 4, 2, 3, 4, 4, 1, 2, 4]",False,,,True,0.38013107757963732203,0.59012345679012334632,1.4397590361445782303,5,4.7999999999999998224,7,2,0.29166666666666657415,0,0.33333333333333331483,0.40987654320987648715,10.608571428571428541,0.33333333333333331483,,0.14011074258210859389,-0.63299316185545251301,,False,False,0.14011074258210859389,,False,False,0.44206980643194632163,0.20412414523193139759,,0.79482079985920306431
jpetstore,stage2,6,extreme_balance,,selected,0,seed6_solution011,"[0, 1, 1, 2, 1, 1, 0, 1, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 2, 0, 1, 2, 0]",False,,,True,0.42449931412894370553,0.71604938271604934297,2.5217391304347827052,4,6,6,6,0.25,0,0,0.28395061728395060152,4.8333333333333339255,0,,0.039745967825349400038,1,,False,False,0.039745967825349400038,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,7,conservative,,selected,0,seed7_solution000,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden,raw_leiden,True,0.44206980643194632163,0.74814814814814811772,2.9705882352941177516,4,6,7,4,0.29166666666666657415,0,0.20412414523193139759,0.25185185185185182677,5.4773809523809520172,0.20412414523193139759,,0,0,,True,True,0,,False,True,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,7,budgeted_balance_0.010,,selected,0,seed7_solution000,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden,raw_leiden,True,0.44206980643194632163,0.74814814814814811772,2.9705882352941177516,4,6,7,4,0.29166666666666657415,0,0.20412414523193139759,0.25185185185185182677,5.4773809523809520172,0.20412414523193139759,,0,0,,True,True,0,,False,True,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,7,budgeted_balance_0.025,,selected,0,seed7_solution007,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.43411979881115680957,0.72592592592592586342,2.6486486486486486847,4,6,6,6,0.25,0,0,0.27407407407407402555,4.8999999999999994671,0,,0.017983602374828499409,1,,False,False,0.017983602374828499409,,False,False,0.44206980643194632163,0.20412414523193139759,,
jpetstore,stage2,7,budgeted_balance_0.050,,selected,0,seed7_solution007,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",False,,,True,0.43411979881115680957,0.72592592592592586342,2.6486486486486486847,4,6,6,6,0.25,0,0,0.27407407407407402555,4.8999999999999994671,0,,0.017983602374828499409,1,,False,False,0.017983602374828499409,,False,False,0.44206980643194632163,0.20412414523193139759,,
