subject,class_id,class_name,kind,superclass_present,semantic_text,method_count,annotation_count,interface_count,truncated_method_count,input_hash,experiment_name,representation_id,stage3a_source_path,stage3a_source_file_sha256,declaration_exact_match,declaration_truncated,body_empty,body_tokens_truncated,raw_body_candidate_count,filtered_body_token_count_before_budget,appended_body_token_count,extracted_concrete_method_count,normalized_method_count,synthetic_method_count,accepted_invoked_method_tokens,accepted_field_tokens,accepted_local_tokens,accepted_exception_tokens,accepted_operation_tokens,accepted_string_tokens,accepted_literals,rejected_token_count,body_hash
easymock,org.easymock.EasyMockSupport$ObjectMockingHelper,EasyMockSupport$ObjectMockingHelper,class,false,"[DECLARATION]
class EasyMockSupport$ObjectMockingHelper {
    boolean isAClassMock(Object);
}
[METHOD_BODY]
invoke mock contains invoke easy
",1,0,0,0,0e3508376479673532ef5c1f3adc2672c0f85c7125f408be2a4fda277bec4943,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,8,5,5,2,2,0,2,0,0,0,4,2,1,17,12c2168f06773bc44eb6727249b8d3a9b188da47b0c7bd5ee347c6709dfca5e0
easymock,org.easymock.IAnswer,IAnswer,interface,false,"[DECLARATION]
public interface IAnswer {
    Object answer();
}
[METHOD_BODY]
<EMPTY>
",1,0,0,0,9c1257c0fb5fe7f22a3e81fc0b627d139c2aaf14fe59469c1bd2058bb5abc114,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2
easymock,org.easymock.IArgumentMatcher,IArgumentMatcher,interface,false,"[DECLARATION]
public interface IArgumentMatcher {
    void appendTo(StringBuffer);
    boolean matches(Object);
}
[METHOD_BODY]
<EMPTY>
",2,0,0,0,cc2cb19463966b37345ca126570e258b8e278221436ea4b4c658bd6e7a156942,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2
easymock,org.easymock.IExpectationSetters,IExpectationSetters,interface,false,"[DECLARATION]
public interface IExpectationSetters {
    IExpectationSetters andAnswer(IAnswer);
    IExpectationSetters andDelegateTo(Object);
    IExpectationSetters andReturn(Object);
    void andStubAnswer(IAnswer);
    void andStubDelegateTo(Object);
    void andStubReturn(Object);
    void andStubThrow(Throwable);
    IExpectationSetters andThrow(Throwable);
    IExpectationSetters andVoid();
    IExpectationSetters anyTimes();
    void asStub();
    IExpectationSetters atLeastOnce();
    IExpectationSetters once();
    IExpectationSetters times(int);
    IExpectationSetters times(int, int);
}
[METHOD_BODY]
<EMPTY>
",15,0,0,0,1ca0808b9239910430c14d8759fb31f0ac323531ac87a5e70094835374af041a,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2
easymock,org.easymock.IMockBuilder,IMockBuilder,interface,false,"[DECLARATION]
public interface IMockBuilder {
    IMockBuilder addMockedMethod(Method);
    IMockBuilder addMockedMethod(String);
    IMockBuilder addMockedMethod(String, Class[]);
    IMockBuilder addMockedMethods(Method[]);
    IMockBuilder addMockedMethods(String[]);
    Object createMock();
    Object createMock(IMocksControl);
    Object createMock(MockType);
    Object createMock(String);
    Object createMock(String, IMocksControl);
    Object createMock(String, MockType);
    Object createNiceMock();
    Object createNiceMock(String);
    Object createStrictMock();
    Object createStrictMock(String);
    Object mock();
    Object mock(IMocksControl);
    Object mock(MockType);
    Object mock(String);
    Object mock(String, IMocksControl);
    Object mock(String, MockType);
    Object niceMock();
    Object niceMock(String);
    Object strictMock();
    Object strictMock(String);
    IMockBuilder withArgs(Object[]);
    IMockBuilder withConstructor();
    IMockBuilder withConstructor(Class[]);
    IMockBuilder withConstructor(Constructor);
    IMockBuilder withConstructor(Object[]);
}
[METHOD_BODY]
mock create invoke mock create invoke nice nice strict strict
",30,0,0,0,ae826d1d0dc2c370272e167a2fdd7b3151877ef520640408f4f571ccbcd0a92b,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,40,10,10,10,10,0,38,0,0,0,10,0,0,125,a59b7c899925e2bf19fdcc57f7d64f8acd1d3239f498bac090f33e5a2b89aff6
easymock,org.easymock.IMocksControl,IMocksControl,interface,false,"[DECLARATION]
public interface IMocksControl {
    void checkIsUsedInOneThread(boolean);
    void checkOrder(boolean);
    Object createMock(Class);
    Object createMock(String, Class);
    Object createMock(String, Class, ConstructorArgs, Method[]);
    void makeThreadSafe(boolean);
    Object mock(Class);
    Object mock(String, Class);
    Object mock(String, Class, ConstructorArgs, Method[]);
    void replay();
    void reset();
    void resetToDefault();
    void resetToNice();
    void resetToStrict();
    void verify();
    void verifyRecording();
    void verifyUnexpectedCalls();
}
[METHOD_BODY]
mock create invoke mock create invoke
",17,0,0,0,8a3e6ecfe81b83e0a696a93533500f6a003c21c80997330819d69ed69d73c979,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,12,6,6,3,3,0,9,0,0,0,3,0,0,45,d5c38339375a4eff8b0534777247158b70ba12f985b0f1b495dcd574cdc4f7f1
easymock,org.easymock.LogicalOperator,LogicalOperator,enum,false,"[DECLARATION]
public enum LogicalOperator {
    String getSymbol();
    boolean matchResult(int);
    LogicalOperator valueOf(String);
    LogicalOperator[] values();
}
[METHOD_BODY]
values create invoke less than equal greater invoke symbol symbol value values clone
",4,0,0,0,7110242cf0d07bf383959bb356f819c27faa7ada274f1930fc8b53e2b67df8bb,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,34,13,13,5,5,2,6,12,0,0,14,8,5,94,c2dab42a8aa5f6ee0bea2d51ef5fe686d7d0b92f2defa92ef634a12066480400
easymock,org.easymock.LogicalOperator$1,LogicalOperator$1,enum,true,"[DECLARATION]
enum LogicalOperator$1 extends LogicalOperator {
    boolean matchResult(int);
}
[METHOD_BODY]
invoke match result branch jump
",1,0,0,0,5c22d522d03d40742c54a4754bd66c47df3b5cb150111efa007c905d728e37a3,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,14,5,5,2,2,0,2,0,0,0,4,0,0,36,c123cfb550f7a4c7435fccebb5ec9a9f21c4f353bbafb2f2441552364fcf8cce
easymock,org.easymock.LogicalOperator$2,LogicalOperator$2,enum,true,"[DECLARATION]
enum LogicalOperator$2 extends LogicalOperator {
    boolean matchResult(int);
}
[METHOD_BODY]
invoke match result branch jump
",1,0,0,0,cf11ce1c9cef4a86744e4fa6e0f15c714727c74784b50aeebca17d8a29228065,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,14,5,5,2,2,0,2,0,0,0,4,0,0,36,c123cfb550f7a4c7435fccebb5ec9a9f21c4f353bbafb2f2441552364fcf8cce
easymock,org.easymock.LogicalOperator$3,LogicalOperator$3,enum,true,"[DECLARATION]
enum LogicalOperator$3 extends LogicalOperator {
    boolean matchResult(int);
}
[METHOD_BODY]
invoke match result branch jump
",1,0,0,0,18e745182056465c3c46da75e20e02c497240019af556ce3c67f7bacf71fc50d,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,14,5,5,2,2,0,2,0,0,0,4,0,0,36,c123cfb550f7a4c7435fccebb5ec9a9f21c4f353bbafb2f2441552364fcf8cce
easymock,org.easymock.LogicalOperator$4,LogicalOperator$4,enum,true,"[DECLARATION]
enum LogicalOperator$4 extends LogicalOperator {
    boolean matchResult(int);
}
[METHOD_BODY]
invoke match result branch jump
",1,0,0,0,a320866c9923c54050bca0569e35e5a3f2086f5d40b12efff954fc9f323008b3,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,14,5,5,2,2,0,2,0,0,0,4,0,0,36,c123cfb550f7a4c7435fccebb5ec9a9f21c4f353bbafb2f2441552364fcf8cce
easymock,org.easymock.LogicalOperator$5,LogicalOperator$5,enum,true,"[DECLARATION]
enum LogicalOperator$5 extends LogicalOperator {
    boolean matchResult(int);
}
[METHOD_BODY]
invoke match result branch jump
",1,0,0,0,5e6e31b517dd9828d4dc4941af49889442f386b5149c0e0cb579fe7124a6768c,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,14,5,5,2,2,0,2,0,0,0,4,0,0,36,c123cfb550f7a4c7435fccebb5ec9a9f21c4f353bbafb2f2441552364fcf8cce
easymock,org.easymock.Mock,Mock,interface,false,"[DECLARATION]
@Documented
@Retention
@Target
public interface Mock extends Annotation {
    String fieldName();
    String name();
    MockType type();
    MockType value();
}
[METHOD_BODY]
<EMPTY>
",4,3,1,0,1a90ed4b7e7e1b9aa41bfd8eb687ea78e8ce00b7431b9adcd0230feff3b67f5f,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2
easymock,org.easymock.MockType,MockType,enum,false,"[DECLARATION]
public enum MockType {
    MockType valueOf(String);
    MockType[] values();
}
[METHOD_BODY]
values create invoke nice strict invoke value values clone
",2,0,0,0,91f26588f0a3a16f9200f8e030f68e051284d0b7efa16988f0d6505faa556aa9,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,24,9,9,4,4,1,5,4,0,0,10,2,2,58,319ac1d97f31a25c8e8242bae3a158793a44c348d52f7f3e164564bb4a8c7b50
easymock,org.easymock.Preview,Preview,interface,false,"[DECLARATION]
@Documented
@Retention
public interface Preview extends Annotation {
}
[METHOD_BODY]
<EMPTY>
",0,2,1,0,f68a9636b9837c528149815459ad106424828a80487f98873950c5f84493f806,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2
easymock,org.easymock.TestSubject,TestSubject,interface,false,"[DECLARATION]
@Documented
@Retention
@Target
public interface TestSubject extends Annotation {
}
[METHOD_BODY]
<EMPTY>
",0,3,1,0,a681c42d976eb8ba85fd161792ebec64b37d7c00cb79195d7bf42cfab03a80a0,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2
easymock,org.easymock.internal.AndroidClassProxyFactory,AndroidClassProxyFactory,class,false,"[DECLARATION]
public class AndroidClassProxyFactory implements IProxyFactory {
    Object createProxy(Class, InvocationHandler, Method[], ConstructorArgs);
    InvocationHandler getInvocationHandler(Object);
}
[METHOD_BODY]
invoke create proxy invoke branch jump runtime exception fail instantiate mock failed invocation handler access
",2,0,1,0,d2a1306649a67ade4fa7209724f3c3813b6e3ad942603edc3342549e2484cd2c,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,54,15,15,3,3,0,5,0,0,8,42,5,2,152,e01008337f72ec437e518ef2e99851764bc3635051e9f5c7ab8a89032faba6ed
