subject,class_id,model_token_count,model_max_sequence_length,tokenizer_truncated,declaration_token_count,body_section_token_count,contract_body_tokens_truncated,declaration_section_affected,body_section_affected
daytrader,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,193,32768,false,137,47,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,38,32768,false,13,16,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.util.FinancialUtils,119,32768,false,60,50,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.util.KeyBlock,42,32768,false,21,12,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.util.KeyBlock$KeyBlockIterator,97,32768,false,53,35,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.util.Log,324,32768,false,273,42,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.util.MDBStats,62,32768,false,28,25,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.util.TimerStat,93,32768,false,69,15,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.util.TradeConfig,718,32768,false,487,222,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.util.WebSocketJMSMessage,30,32768,false,19,3,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter,67,32768,false,36,22,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.TradeAppServlet,130,32768,false,46,75,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.TradeServletAction,372,32768,false,235,128,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.TradeWebContextListener,97,32768,false,33,55,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,392,32768,false,307,76,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.ExternalContextProducer,30,32768,false,15,6,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.HoldingData,168,32768,false,133,26,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.JSFLoginFilter,73,32768,false,37,27,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator,58,32768,false,24,25,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,176,32768,false,130,37,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.OrderData,158,32768,false,121,28,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF,83,32768,false,49,25,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,250,32768,false,182,59,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.QuoteData,200,32768,false,146,45,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,126,32768,false,80,37,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer,29,32768,false,14,6,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,261,32768,false,129,123,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.TradeConfigJSF,446,32768,false,295,142,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.ActionDecoder,54,32768,false,33,12,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage,47,32768,false,20,18,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage$1,31,32768,false,7,15,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.JsonDecoder,54,32768,false,33,12,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.JsonEncoder,43,32768,false,27,7,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.JsonMessage,39,32768,false,25,5,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket,167,32768,false,77,81,0,false,false
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.RecentStockChangeList,59,32768,false,26,24,0,false,false
