subject,class_id,class_name,kind,superclass_present,semantic_text,method_count,annotation_count,interface_count,truncated_method_count,input_hash,experiment_name,representation_id,stage3a_source_path,stage3a_source_file_sha256,stage3a_declaration_hash,declaration_exact_match,declaration_token_count,raw_body_candidate_count,filtered_body_token_count_before_budget,appended_body_token_count,body_model_token_count,total_token_count,body_tokens_truncated,declaration_truncated,body_empty,extracted_concrete_method_count,normalized_method_count,synthetic_method_count,generated_code_status,accepted_invoked_method_tokens,accepted_field_tokens,accepted_local_tokens,accepted_exception_tokens,accepted_operation_tokens,accepted_string_tokens,accepted_literals,rejected_token_count,body_hash
jpetstore,org.mybatis.jpetstore.mapper.CategoryMapper,CategoryMapper,interface,false,"[DECLARATION]
public interface CategoryMapper {
    Category getCategory(String);
    List getCategoryList();
}
[METHOD_BODY]
<EMPTY>
",2,0,0,0,4c2b0b9614de47c93d52b3e71d44d77577d0f8f24d5f318430de16a31d338a08,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/jpetstore_class_declarations.csv,aa8b4e79ac041011866ff0ea9017f9814d63d423bc0395f50c7e5f6c8a51b9a2,77045e6e50f73c3cbd199dc5537096c548999d9dabbdce2d12d5ea9ef68c1fd9,true,16,0,0,0,3,27,0,false,true,0,0,0,not_detected,0,0,0,0,0,0,0,0,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2
jpetstore,org.mybatis.jpetstore.mapper.ItemMapper,ItemMapper,interface,false,"[DECLARATION]
public interface ItemMapper {
    int getInventoryQuantity(String);
    Item getItem(String);
    List getItemListByProduct(String);
    void updateInventoryQuantity(Map);
}
[METHOD_BODY]
<EMPTY>
",4,0,0,0,f7a4d34cc83ec41e04e5305afff4f8fa8db765acb0e16f08f36d5e3c436c660b,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/jpetstore_class_declarations.csv,aa8b4e79ac041011866ff0ea9017f9814d63d423bc0395f50c7e5f6c8a51b9a2,46865703180302cba3a502392172882bd12eef02a25d68b8fadea2e950037bdb,true,33,0,0,0,3,44,0,false,true,0,0,0,not_detected,0,0,0,0,0,0,0,0,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2
jpetstore,org.mybatis.jpetstore.mapper.LineItemMapper,LineItemMapper,interface,false,"[DECLARATION]
public interface LineItemMapper {
    List getLineItemsByOrderId(int);
    void insertLineItem(LineItem);
}
[METHOD_BODY]
<EMPTY>
",2,0,0,0,71af6f379965ab0cfb5273fbf7e3733ed5c5b8adb3fd3cac4b06b7a88333a51c,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/jpetstore_class_declarations.csv,aa8b4e79ac041011866ff0ea9017f9814d63d423bc0395f50c7e5f6c8a51b9a2,40f209695f43ebed808ee266c5265e0d032ff7607933101edec189de1634a1b4,true,24,0,0,0,3,35,0,false,true,0,0,0,not_detected,0,0,0,0,0,0,0,0,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2
jpetstore,org.mybatis.jpetstore.mapper.OrderMapper,OrderMapper,interface,false,"[DECLARATION]
public interface OrderMapper {
    Order getOrder(int);
    List getOrdersByUsername(String);
    void insertOrder(Order);
    void insertOrderStatus(Order);
}
[METHOD_BODY]
<EMPTY>
",4,0,0,0,7e8e40f55a2c7915a803664f4374d530ef390d75a7cb12d48749845a092d65c7,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/jpetstore_class_declarations.csv,aa8b4e79ac041011866ff0ea9017f9814d63d423bc0395f50c7e5f6c8a51b9a2,be60bbfe64991d122c53390240b91317703e08e794a236aecd63b3a482beec75,true,31,0,0,0,3,42,0,false,true,0,0,0,not_detected,0,0,0,0,0,0,0,0,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2
jpetstore,org.mybatis.jpetstore.mapper.ProductMapper,ProductMapper,interface,false,"[DECLARATION]
public interface ProductMapper {
    Product getProduct(String);
    List getProductListByCategory(String);
    List searchProductList(String);
}
[METHOD_BODY]
<EMPTY>
",3,0,0,0,88f2b3ee8fb71f2a5d030a5dd3a006010dce5220299e2df1624cb7a1e546bff5,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/jpetstore_class_declarations.csv,aa8b4e79ac041011866ff0ea9017f9814d63d423bc0395f50c7e5f6c8a51b9a2,afd68148ad4082277eb3d9d64fa5785aa184223a17b106720118f27a4211c9aa,true,26,0,0,0,3,37,0,false,true,0,0,0,not_detected,0,0,0,0,0,0,0,0,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2
jpetstore,org.mybatis.jpetstore.mapper.SequenceMapper,SequenceMapper,interface,false,"[DECLARATION]
public interface SequenceMapper {
    Sequence getSequence(Sequence);
    void updateSequence(Sequence);
}
[METHOD_BODY]
<EMPTY>
",2,0,0,0,a18094d1f2d3b7eeb9a5d092d8e52dbcac67e6d2b5e1e0701a9e8859cc2e44c8,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/jpetstore_class_declarations.csv,aa8b4e79ac041011866ff0ea9017f9814d63d423bc0395f50c7e5f6c8a51b9a2,397e1f58a092b8af9680028ce2121bbe684304b6880a2851792711c9bccc3bcb,true,20,0,0,0,3,31,0,false,true,0,0,0,not_detected,0,0,0,0,0,0,0,0,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2
jpetstore,org.mybatis.jpetstore.service.AccountService,AccountService,class,false,"[DECLARATION]
@Service
public class AccountService {
    Account getAccount(String);
    Account getAccount(String, String);
    void insertAccount(Account);
    void updateAccount(Account);
}
[METHOD_BODY]
invoke account mapper account username invoke mapper username password insert signon update present
",4,1,0,0,62fa0263a48f1cdcf9221655e50e39b26e3a9164f982c1b84d14398a18c66be1,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/jpetstore_class_declarations.csv,aa8b4e79ac041011866ff0ea9017f9814d63d423bc0395f50c7e5f6c8a51b9a2,425e493934670a393d66391ffdcbb23d857c4daae14039582ee91b123d4f6299,true,34,35,13,13,14,57,0,false,false,7,5,2,compiler_synthetic_evidence,14,16,0,0,14,0,0,107,6fdd28775820b7646e6e665bab4c66bfea4f85e3cd68690f13e12a60a984d3d3
jpetstore,org.mybatis.jpetstore.service.CatalogService,CatalogService,class,false,"[DECLARATION]
@Service
public class CatalogService {
    Category getCategory(String);
    List getCategoryList();
    Item getItem(String);
    List getItemListByProduct(String);
    Product getProduct(String);
    List getProductListByCategory(String);
    boolean isItemInStock(String);
    List searchProductList(String);
}
[METHOD_BODY]
invoke category mapper item product category invoke mapper list item list product stock branch jump search create measure branch jump make concat constants
",8,1,0,0,311b8cd67bd162079413ca08817b5c2f60b2908d6748e84b6127f36c5d91c253,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/jpetstore_class_declarations.csv,aa8b4e79ac041011866ff0ea9017f9814d63d423bc0395f50c7e5f6c8a51b9a2,2eaf41eb5323e93cf5fab878ed1def36c1e531e07ad02f6d860ef4365b2a6386,true,59,73,23,23,23,91,0,false,false,9,9,0,not_detected,29,22,0,0,21,3,1,198,9e34ba248fbbe3e458a5dd037709ea167ab153cfd14d787694f4652af7acdfc9
jpetstore,org.mybatis.jpetstore.service.OrderService,OrderService,class,false,"[DECLARATION]
@Service
public class OrderService {
    int getNextId(String);
    Order getOrder(int);
    List getOrdersByUsername(String);
    void insertOrder(Order);
}
[METHOD_BODY]
invoke item mapper order sequence line next id create invoke branch jump sequence mapper runtime exception make concat constants order each line item orders username insert each ordernum
",4,1,0,0,ab610247715c7e8af8066b7cf4549313474d223c241d7c1f8e14d0293507f315,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/jpetstore_class_declarations.csv,aa8b4e79ac041011866ff0ea9017f9814d63d423bc0395f50c7e5f6c8a51b9a2,2bdfcfd59cb9af71af2221693d603d5e818fbee3f623d987031eb7be80349e6f,true,32,58,28,28,30,71,0,false,false,8,5,3,compiler_synthetic_evidence,13,24,0,4,31,4,2,179,759608f172ffd80a0d6237880c10f5a56ff73b830301041b26635e290f94fa9f
jpetstore,org.mybatis.jpetstore.web.actions.AbstractActionBean,AbstractActionBean,abstract class,false,"[DECLARATION]
public abstract class AbstractActionBean implements ActionBean, Serializable {
    ActionBeanContext getContext();
    void setContext(ActionBeanContext);
    void setMessage(String);
}
[METHOD_BODY]
invoke context context message add invoke create
",3,0,2,0,5685ab07312f08adc9dc5704fe9436f04a6de52929f1ccab34a4af5f43512887,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/jpetstore_class_declarations.csv,aa8b4e79ac041011866ff0ea9017f9814d63d423bc0395f50c7e5f6c8a51b9a2,32836c8944cdd4e745f8b640658a41d2be7ab3cca756bc15792a5fc76df648fa,true,32,17,7,7,7,48,0,false,false,4,4,0,not_detected,4,3,0,0,6,0,0,39,1946b0ec8b48f2c0c71b31906407a928b758ce0d570f2728f50be9ae4e8ecdf0
jpetstore,org.mybatis.jpetstore.web.actions.AccountActionBean,AccountActionBean,class,true,"[DECLARATION]
@SessionScope
public class AccountActionBean extends AbstractActionBean {
    void clear();
    Resolution editAccount();
    Resolution editAccountForm();
    Account getAccount();
    List getCategories();
    List getLanguages();
    List getMyList();
    String getPassword();
    String getUsername();
    boolean isAuthenticated();
    Resolution newAccount();
    Resolution newAccountForm();
    void setMyList(List);
    void setPassword(String);
    void setUsername(String);
    Resolution signoff();
    Resolution signon();
    Resolution signonForm();
}
[METHOD_BODY]
unmodifiable list create invoke language category english japanese fish dogs reptiles cats birds invoke create account clear account my list authenticated edit service catalog my edit form categories category languages language password username authenticated branch jump service catalog form password username signoff context signon branch jump context invalid failed bean signon
",18,1,0,0,f8889d28106565ed20148a4a22d087326279016eaf2b15316fd95731141ac8f5,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/jpetstore_class_declarations.csv,aa8b4e79ac041011866ff0ea9017f9814d63d423bc0395f50c7e5f6c8a51b9a2,384028f5517a4c1b4b78fa9411c0c5f9002cf3bcd068ce35596462980f06fe10,true,107,166,51,51,56,172,0,false,false,20,20,0,not_detected,32,64,0,0,66,14,9,439,bc8c14388335d10de3420f43027b6b01ef8103443d30d1edda724222873d76a8
jpetstore,org.mybatis.jpetstore.web.actions.CartActionBean,CartActionBean,class,true,"[DECLARATION]
@SessionScope
public class CartActionBean extends AbstractActionBean {
    Resolution addItemToCart();
    ForwardResolution checkOut();
    void clear();
    Cart getCart();
    Resolution removeItemFromCart();
    void setCart(Cart);
    void setWorkingItemId(String);
    Resolution updateCartQuantities();
    ForwardResolution viewCart();
}
[METHOD_BODY]
invoke create cart add item cart branch jump invoke create working id catalog service invalid cannot check out clear working item id remove branch jump invalid cannot attempted update quantities context view
",9,1,0,0,6e2082049949bc32797b855bfa06cf8b854060e47407dbd85b81f0d1c8085e08,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/jpetstore_class_declarations.csv,aa8b4e79ac041011866ff0ea9017f9814d63d423bc0395f50c7e5f6c8a51b9a2,1a7a603e8314ecee38ebe10eaa92d39aed7e4635ea39e2c2aedb544d148ee8e2,true,70,120,32,32,32,111,0,false,false,10,10,0,not_detected,19,50,2,0,71,29,5,351,474d238b1201d2b8dd7c4f1a72b04cbe42d1eb4928b8b3a6ef1cfd75bef5139e
jpetstore,org.mybatis.jpetstore.web.actions.CatalogActionBean,CatalogActionBean,class,true,"[DECLARATION]
@SessionScope
public class CatalogActionBean extends AbstractActionBean {
    void clear();
    Category getCategory();
    String getCategoryId();
    List getCategoryList();
    Item getItem();
    String getItemId();
    List getItemList();
    String getKeyword();
    Product getProduct();
    String getProductId();
    List getProductList();
    ForwardResolution searchProducts();
    void setCategory(Category);
    void setCategoryId(String);
    void setCategoryList(List);
    void setItem(Item);
    void setItemId(String);
    void setItemList(List);
    void setKeyword(String);
    void setProduct(Product);
    void setProductId(String);
    void setProductList(List);
    ForwardResolution viewCategory();
    ForwardResolution viewItem();
    ForwardResolution viewMain();
    ForwardResolution viewProduct();
}
[METHOD_BODY]
invoke clear keyword category id list product item category id list item keyword product search products branch jump invoke create catalog service please enter press button view branch jump create catalog service view main
",26,1,0,0,c7b77c1ac86484ab13836eab214963ec1aa3c82fd8e04f889fd0dcd278382850,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/jpetstore_class_declarations.csv,aa8b4e79ac041011866ff0ea9017f9814d63d423bc0395f50c7e5f6c8a51b9a2,68da1c85a6cf5cc60a2f9f95190758306deab6f6ee927de687d1f4a5c52c9f55,true,158,143,34,34,34,201,0,false,false,27,27,0,not_detected,43,90,0,0,34,14,2,429,855578e3c477b42bfdf3762e5585417c346650ea70783239ddb4403aea35a047
jpetstore,org.mybatis.jpetstore.web.actions.OrderActionBean,OrderActionBean,class,true,"[DECLARATION]
@SessionScope
public class OrderActionBean extends AbstractActionBean {
    void clear();
    List getCreditCardTypes();
    Order getOrder();
    int getOrderId();
    List getOrderList();
    boolean isConfirmed();
    boolean isShippingAddressRequired();
    Resolution listOrders();
    Resolution newOrder();
    Resolution newOrderForm();
    void setConfirmed(boolean);
    void setOrder(Order);
    void setOrderId(int);
    void setShippingAddressRequired(boolean);
    Resolution viewOrder();
}
[METHOD_BODY]
unmodifiable list create invoke card type visa master american express invoke create order clear order shipping address required confirmed list credit card types type id confirmed shipping address required orders context service branch jump context service error occurred processing your was thank has been submitted form branch jump could not created because cart found id view account bean you may only your own orders
",15,1,0,0,e5d67bb4e9044a9c9e70b5900fa93f583f15d7d0ff4d856ecf1a521dbe5b5115,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/jpetstore_class_declarations.csv,aa8b4e79ac041011866ff0ea9017f9814d63d423bc0395f50c7e5f6c8a51b9a2,d36d1de8b4299553a0a5b42104e3e952a27d318675b564280279f283b851efda,true,99,160,64,64,65,173,0,false,false,17,17,0,not_detected,33,53,1,0,85,50,10,471,09a6569f7f916d87fa083d91123d34128e89e842addbebd9127f85ae8e695f51
