source,target,type_weight,call_weight,return_flow_weight,argument_flow_weight,ssa_flow_weight,g_ssa_weight
org.easymock.IArgumentMatcher,org.easymock.internal.matchers.Contains,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.IArgumentMatcher,org.easymock.internal.matchers.EndsWith,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.IArgumentMatcher,org.easymock.internal.matchers.Equals,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.IArgumentMatcher,org.easymock.internal.matchers.EqualsWithDelta,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.IArgumentMatcher,org.easymock.internal.matchers.Find,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.IArgumentMatcher,org.easymock.internal.matchers.InstanceOf,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.IArgumentMatcher,org.easymock.internal.matchers.Matches,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.IArgumentMatcher,org.easymock.internal.matchers.Not,3.0,4.0,0.0,3.0,0.75,7.75
org.easymock.IArgumentMatcher,org.easymock.internal.matchers.NotNull,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.IArgumentMatcher,org.easymock.internal.matchers.Null,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.IArgumentMatcher,org.easymock.internal.matchers.Or,1.0,4.0,0.0,0.0,0.0,5.0
org.easymock.IArgumentMatcher,org.easymock.internal.matchers.Same,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.IArgumentMatcher,org.easymock.internal.matchers.StartsWith,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.IExpectationSetters,org.easymock.internal.MocksControl,11.0,0.0,0.0,0.0,0.0,11.0
org.easymock.IMockBuilder,org.easymock.IMocksControl,4.0,0.0,0.0,6.0,1.5,5.5
org.easymock.IMockBuilder,org.easymock.MockType,4.0,0.0,0.0,6.0,1.5,5.5
org.easymock.IMockBuilder,org.easymock.internal.MockBuilder,12.0,0.0,0.0,0.0,0.0,12.0
org.easymock.IMocksControl,org.easymock.internal.MockBuilder,2.0,4.0,0.0,18.0,4.5,10.5
org.easymock.IMocksControl,org.easymock.internal.MocksControl,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.LogicalOperator,org.easymock.LogicalOperator$1,2.0,4.0,0.0,0.0,0.0,6.0
org.easymock.LogicalOperator,org.easymock.LogicalOperator$2,1.0,4.0,0.0,0.0,0.0,5.0
org.easymock.LogicalOperator,org.easymock.LogicalOperator$3,1.0,4.0,0.0,0.0,0.0,5.0
org.easymock.LogicalOperator,org.easymock.LogicalOperator$4,1.0,4.0,0.0,0.0,0.0,5.0
org.easymock.LogicalOperator,org.easymock.LogicalOperator$5,1.0,4.0,0.0,0.0,0.0,5.0
org.easymock.LogicalOperator,org.easymock.internal.matchers.Compare,2.0,4.0,0.0,3.0,0.75,6.75
org.easymock.Mock,org.easymock.MockType,2.0,0.0,0.0,0.0,0.0,2.0
org.easymock.Mock,org.easymock.internal.Injection,3.0,2.0,0.0,3.0,0.75,5.75
org.easymock.Mock,org.easymock.internal.InjectionPlan,0.0,2.0,3.0,3.0,1.5,3.5
org.easymock.Mock,org.easymock.internal.Injector,1.0,8.0,0.0,3.0,0.75,9.75
org.easymock.MockType,org.easymock.internal.Injector,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.MockType,org.easymock.internal.MockBuilder,2.0,0.0,0.0,0.0,0.0,2.0
org.easymock.MockType,org.easymock.internal.MocksControl,3.0,0.0,0.0,3.0,0.75,3.75
org.easymock.internal.AndroidClassProxyFactory,org.easymock.internal.AndroidClassProxyFactory$MockHandler,0.0,4.0,0.0,0.0,0.0,4.0
org.easymock.internal.AndroidClassProxyFactory,org.easymock.internal.DefaultClassInstantiator,0.0,6.0,0.0,0.0,0.0,6.0
org.easymock.internal.AndroidClassProxyFactory,org.easymock.internal.IProxyFactory,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.internal.AndroidClassProxyFactory,org.easymock.internal.MocksControl,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.AndroidClassProxyFactory$MockHandler,org.easymock.internal.BridgeMethodResolver,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.AndroidClassProxyFactory$MockHandler,org.easymock.internal.ClassProxyFactory,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.AndroidSupport,org.easymock.internal.MocksControl,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.ArgumentToString,org.easymock.internal.Invocation,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.ArgumentToString,org.easymock.internal.PrimitiveUtils,0.0,4.0,0.0,0.0,0.0,4.0
org.easymock.internal.ArgumentToString,org.easymock.internal.matchers.ArrayEquals,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.ArgumentToString,org.easymock.internal.matchers.Equals,0.0,2.0,3.0,3.0,1.5,3.5
org.easymock.internal.ArgumentToString,org.easymock.internal.matchers.Same,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.AssertionErrorWrapper,org.easymock.internal.MockInvocationHandler,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.AssertionErrorWrapper,org.easymock.internal.MocksBehavior,0.0,14.0,0.0,0.0,0.0,14.0
org.easymock.internal.AssertionErrorWrapper,org.easymock.internal.MocksControl,0.0,6.0,0.0,0.0,0.0,6.0
org.easymock.internal.BridgeMethodResolver,org.easymock.internal.ClassProxyFactory$MockMethodInterceptor,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.BridgeMethodResolver,org.easymock.internal.ObjectMethodsFilter,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.ClassInstantiatorFactory,org.easymock.internal.ClassProxyFactory,0.0,4.0,0.0,0.0,0.0,4.0
org.easymock.internal.ClassInstantiatorFactory,org.easymock.internal.DefaultClassInstantiator,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.ClassInstantiatorFactory,org.easymock.internal.IClassInstantiator,3.0,0.0,0.0,0.0,0.0,3.0
org.easymock.internal.ClassInstantiatorFactory,org.easymock.internal.ObjenesisClassInstantiator,0.0,4.0,0.0,0.0,0.0,4.0
org.easymock.internal.ClassMockingData,org.easymock.internal.ClassProxyFactory,1.0,4.0,0.0,0.0,0.0,5.0
org.easymock.internal.ClassMockingData,org.easymock.internal.ClassProxyFactory$MockMethodInterceptor,4.0,6.0,0.0,3.0,0.75,10.75
org.easymock.internal.ClassMockingData,org.easymock.internal.MethodSerializationWrapper,0.0,4.0,0.0,0.0,0.0,4.0
org.easymock.internal.ClassProxyFactory,org.easymock.internal.ClassProxyFactory$MockMethodInterceptor,0.0,4.0,0.0,0.0,0.0,4.0
org.easymock.internal.ClassProxyFactory,org.easymock.internal.IClassInstantiator,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.ClassProxyFactory,org.easymock.internal.IProxyFactory,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.internal.ClassProxyFactory,org.easymock.internal.MocksControl,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.ClassProxyFactory,org.easymock.internal.classinfoprovider.ClassInfoProvider,4.0,4.0,0.0,3.0,0.75,8.75
org.easymock.internal.ClassProxyFactory,org.easymock.internal.classinfoprovider.DefaultClassInfoProvider,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.ClassProxyFactory,org.easymock.internal.classinfoprovider.JdkClassInfoProvider,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.DefaultClassInstantiator,org.easymock.internal.IClassInstantiator,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.internal.DefaultClassInstantiator,org.easymock.internal.RecordState,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.EasyMockProperties,org.easymock.internal.MocksBehavior,0.0,8.0,0.0,0.0,0.0,8.0
org.easymock.internal.EasyMockProperties,org.easymock.internal.MocksControl,0.0,4.0,0.0,0.0,0.0,4.0
org.easymock.internal.ErrorMessage,org.easymock.internal.ExpectedInvocationAndResults,0.0,0.0,3.0,3.0,1.5,1.5
org.easymock.internal.ErrorMessage,org.easymock.internal.MocksBehavior,0.0,6.0,0.0,0.0,0.0,6.0
org.easymock.internal.ErrorMessage,org.easymock.internal.Results,0.0,0.0,3.0,3.0,1.5,1.5
org.easymock.internal.ErrorMessage,org.easymock.internal.UnorderedBehavior,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.ExpectedInvocation,org.easymock.internal.ExpectedInvocationAndResult,3.0,0.0,0.0,3.0,0.75,3.75
org.easymock.internal.ExpectedInvocation,org.easymock.internal.ExpectedInvocationAndResults,3.0,2.0,0.0,3.0,0.75,5.75
org.easymock.internal.ExpectedInvocation,org.easymock.internal.IMocksBehavior,2.0,0.0,0.0,18.0,4.5,6.5
org.easymock.internal.ExpectedInvocation,org.easymock.internal.Invocation,4.0,24.0,3.0,18.0,5.25,33.25
org.easymock.internal.ExpectedInvocation,org.easymock.internal.LastControl,0.0,0.0,3.0,3.0,1.5,1.5
org.easymock.internal.ExpectedInvocation,org.easymock.internal.MocksBehavior,3.0,2.0,0.0,3.0,0.75,5.75
org.easymock.internal.ExpectedInvocation,org.easymock.internal.RecordState,1.0,14.0,0.0,0.0,0.0,15.0
org.easymock.internal.ExpectedInvocation,org.easymock.internal.UnorderedBehavior,2.0,8.0,0.0,6.0,1.5,11.5
org.easymock.internal.ExpectedInvocation,org.easymock.internal.matchers.ArrayEquals,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.ExpectedInvocation,org.easymock.internal.matchers.Equals,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.ExpectedInvocationAndResult,org.easymock.internal.MocksBehavior,0.0,6.0,0.0,0.0,0.0,6.0
org.easymock.internal.ExpectedInvocationAndResult,org.easymock.internal.Result,3.0,0.0,0.0,3.0,0.75,3.75
org.easymock.internal.ExpectedInvocationAndResults,org.easymock.internal.Results,3.0,2.0,0.0,3.0,0.75,5.75
org.easymock.internal.ExpectedInvocationAndResults,org.easymock.internal.UnorderedBehavior,0.0,24.0,0.0,0.0,0.0,24.0
org.easymock.internal.IClassInstantiator,org.easymock.internal.ObjenesisClassInstantiator,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.internal.IMocksBehavior,org.easymock.internal.Invocation,1.0,0.0,0.0,3.0,0.75,1.75
org.easymock.internal.IMocksBehavior,org.easymock.internal.MocksBehavior,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.internal.IMocksBehavior,org.easymock.internal.MocksControl,1.0,2.0,0.0,0.0,0.0,3.0
org.easymock.internal.IMocksBehavior,org.easymock.internal.Range,1.0,0.0,0.0,3.0,0.75,1.75
org.easymock.internal.IMocksBehavior,org.easymock.internal.RecordState,2.0,18.0,0.0,3.0,0.75,20.75
org.easymock.internal.IMocksBehavior,org.easymock.internal.ReplayState,2.0,12.0,0.0,3.0,0.75,14.75
org.easymock.internal.IMocksBehavior,org.easymock.internal.Result,3.0,0.0,15.0,18.0,8.25,11.25
org.easymock.internal.IMocksControlState,org.easymock.internal.Invocation,1.0,0.0,0.0,3.0,0.75,1.75
org.easymock.internal.IMocksControlState,org.easymock.internal.MockInvocationHandler,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.IMocksControlState,org.easymock.internal.MocksControl,2.0,46.0,0.0,0.0,0.0,48.0
org.easymock.internal.IMocksControlState,org.easymock.internal.Range,1.0,0.0,0.0,15.0,3.75,4.75
org.easymock.internal.IMocksControlState,org.easymock.internal.RecordState,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.internal.IMocksControlState,org.easymock.internal.ReplayState,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.internal.IProxyFactory,org.easymock.internal.JavaProxyFactory,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.internal.IProxyFactory,org.easymock.internal.MocksControl,4.0,6.0,0.0,0.0,0.0,10.0
org.easymock.internal.IProxyFactory,org.easymock.internal.ObjectMethodsFilter,0.0,0.0,0.0,3.0,0.75,0.75
org.easymock.internal.Injection,org.easymock.internal.InjectionPlan,1.0,2.0,0.0,3.0,0.75,3.75
org.easymock.internal.Injection,org.easymock.internal.InjectionTarget,2.0,6.0,0.0,9.0,2.25,10.25
org.easymock.internal.Injection,org.easymock.internal.Injector,1.0,12.0,3.0,3.0,1.5,14.5
org.easymock.internal.InjectionPlan,org.easymock.internal.Injector,2.0,14.0,6.0,12.0,4.5,20.5
org.easymock.internal.InjectionTarget,org.easymock.internal.Injector,2.0,14.0,3.0,3.0,1.5,17.5
org.easymock.internal.Invocation,org.easymock.internal.LastControl,2.0,0.0,0.0,3.0,0.75,2.75
org.easymock.internal.Invocation,org.easymock.internal.MethodSerializationWrapper,0.0,4.0,0.0,0.0,0.0,4.0
org.easymock.internal.Invocation,org.easymock.internal.MockInvocationHandler,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.Invocation,org.easymock.internal.MocksBehavior,2.0,10.0,0.0,3.0,0.75,12.75
org.easymock.internal.Invocation,org.easymock.internal.MocksControl,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.Invocation,org.easymock.internal.RecordState,1.0,2.0,0.0,0.0,0.0,3.0
org.easymock.internal.Invocation,org.easymock.internal.ReplayState,2.0,0.0,0.0,6.0,1.5,3.5
org.easymock.internal.Invocation,org.easymock.internal.Result$1DelegatingAnswer,0.0,6.0,3.0,3.0,1.5,7.5
org.easymock.internal.Invocation,org.easymock.internal.UnorderedBehavior,2.0,4.0,0.0,6.0,1.5,7.5
org.easymock.internal.Invocation,org.easymock.internal.matchers.Captures,1.0,8.0,0.0,3.0,0.75,9.75
org.easymock.internal.JavaProxyFactory,org.easymock.internal.MocksControl,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.LastControl,org.easymock.internal.MockInvocationHandler,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.LastControl,org.easymock.internal.MocksControl,2.0,4.0,0.0,3.0,0.75,6.75
org.easymock.internal.LastControl,org.easymock.internal.RecordState,0.0,4.0,0.0,0.0,0.0,4.0
org.easymock.internal.LastControl,org.easymock.internal.ReplayState,0.0,4.0,0.0,0.0,0.0,4.0
org.easymock.internal.LastControl,org.easymock.internal.Result$1DelegatingAnswer,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.LastControl,org.easymock.internal.matchers.And,0.0,2.0,3.0,3.0,1.5,3.5
org.easymock.internal.LastControl,org.easymock.internal.matchers.Captures,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.LastControl,org.easymock.internal.matchers.Not,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.LastControl,org.easymock.internal.matchers.Or,0.0,2.0,3.0,3.0,1.5,3.5
org.easymock.internal.MethodSerializationWrapper,org.easymock.internal.ObjectMethodsFilter,0.0,16.0,0.0,0.0,0.0,16.0
org.easymock.internal.MockBuilder,org.easymock.internal.ReflectionUtils,0.0,8.0,6.0,6.0,3.0,11.0
org.easymock.internal.MockInvocationHandler,org.easymock.internal.MocksControl,3.0,8.0,0.0,3.0,0.75,11.75
org.easymock.internal.MockInvocationHandler,org.easymock.internal.ObjectMethodsFilter,3.0,2.0,0.0,3.0,0.75,5.75
org.easymock.internal.MockInvocationHandler,org.easymock.internal.RuntimeExceptionWrapper,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.MockInvocationHandler,org.easymock.internal.ThrowableWrapper,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.MocksBehavior,org.easymock.internal.MocksControl,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.MocksBehavior,org.easymock.internal.Range,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.internal.MocksBehavior,org.easymock.internal.RecordState,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.MocksBehavior,org.easymock.internal.Result,4.0,2.0,0.0,0.0,0.0,6.0
org.easymock.internal.MocksBehavior,org.easymock.internal.UnorderedBehavior,1.0,16.0,0.0,0.0,0.0,17.0
org.easymock.internal.MocksControl,org.easymock.internal.ObjectMethodsFilter,0.0,6.0,0.0,0.0,0.0,6.0
org.easymock.internal.MocksControl,org.easymock.internal.Range,3.0,10.0,0.0,0.0,0.0,13.0
org.easymock.internal.MocksControl,org.easymock.internal.RecordState,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.MocksControl,org.easymock.internal.ReflectionUtils,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.MocksControl,org.easymock.internal.ReplayState,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.MocksControl,org.easymock.internal.RuntimeExceptionWrapper,0.0,48.0,0.0,0.0,0.0,48.0
org.easymock.internal.ObjectMethodsFilter,org.easymock.internal.ReflectionUtils,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.PrimitiveUtils,org.easymock.internal.PrimitiveUtils$PrimitiveEntry,0.0,18.0,0.0,0.0,0.0,18.0
org.easymock.internal.PrimitiveUtils,org.easymock.internal.RecordState,0.0,4.0,0.0,0.0,0.0,4.0
org.easymock.internal.PrimitiveUtils$1,org.easymock.internal.PrimitiveUtils$PrimitiveEntry,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.internal.Range,org.easymock.internal.RecordState,1.0,0.0,0.0,30.0,7.5,8.5
org.easymock.internal.Range,org.easymock.internal.ReplayState,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.internal.Range,org.easymock.internal.Results,2.0,22.0,0.0,6.0,1.5,25.5
org.easymock.internal.Range,org.easymock.internal.RuntimeExceptionWrapper,0.0,6.0,0.0,0.0,0.0,6.0
org.easymock.internal.Range,org.easymock.internal.UnorderedBehavior,1.0,0.0,0.0,3.0,0.75,1.75
org.easymock.internal.RecordState,org.easymock.internal.Result,1.0,22.0,9.0,9.0,4.5,27.5
org.easymock.internal.RecordState,org.easymock.internal.RuntimeExceptionWrapper,0.0,28.0,0.0,0.0,0.0,28.0
org.easymock.internal.ReplayState,org.easymock.internal.Result,0.0,4.0,0.0,0.0,0.0,4.0
org.easymock.internal.ReplayState,org.easymock.internal.RuntimeExceptionWrapper,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.ReplayState,org.easymock.internal.ThrowableWrapper,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.Result,org.easymock.internal.Result$1DelegatingAnswer,0.0,2.0,0.0,3.0,0.75,2.75
org.easymock.internal.Result,org.easymock.internal.Result$1ReturningAnswer,0.0,2.0,0.0,3.0,0.75,2.75
org.easymock.internal.Result,org.easymock.internal.Result$1ThrowingAnswer,0.0,2.0,0.0,3.0,0.75,2.75
org.easymock.internal.Result,org.easymock.internal.Results,2.0,0.0,0.0,6.0,1.5,3.5
org.easymock.internal.Result,org.easymock.internal.UnorderedBehavior,2.0,0.0,0.0,3.0,0.75,2.75
org.easymock.internal.Results,org.easymock.internal.RuntimeExceptionWrapper,0.0,2.0,0.0,0.0,0.0,2.0
org.easymock.internal.Results,org.easymock.internal.UnorderedBehavior,0.0,16.0,0.0,0.0,0.0,16.0
org.easymock.internal.classinfoprovider.ClassInfoProvider,org.easymock.internal.classinfoprovider.DefaultClassInfoProvider,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.internal.classinfoprovider.ClassInfoProvider,org.easymock.internal.classinfoprovider.JdkClassInfoProvider,1.0,0.0,0.0,0.0,0.0,1.0
org.easymock.internal.matchers.ArrayEquals,org.easymock.internal.matchers.Equals,1.0,8.0,0.0,0.0,0.0,9.0
